country,year,exchange_rate,currency_name
Hong Kong,1994,7.729,Hong Kong Dollars
Hong Kong,1995,7.7357,Hong Kong Dollars
Hong Kong,1996,7.7345,Hong Kong Dollars
Hong Kong,1997,7.7431,Hong Kong Dollars
Hong Kong,1998,7.7467,Hong Kong Dollars
Hong Kong,1999,7.7594,Hong Kong Dollars
Hong Kong,2000,7.7924,Hong Kong Dollars
Hong Kong,2001,7.7997,Hong Kong Dollars
Hong Kong,2002,7.7996,Hong Kong Dollars
Hong Kong,2003,7.7875,Hong Kong Dollars
Hong Kong,2004,7.7891,Hong Kong Dollars
Hong Kong,2005,7.7775,Hong Kong Dollars
Hong Kong,2006,7.7681,Hong Kong Dollars
Hong Kong,2007,7.8016,Hong Kong Dollars
Hong Kong,2008,7.7862,Hong Kong Dollars
Hong Kong,2009,7.7514,Hong Kong Dollars
Hong Kong,2010,7.7687,Hong Kong Dollars
Hong Kong,2011,7.784,Hong Kong Dollars
Hong Kong,2012,7.7569,Hong Kong Dollars
Hong Kong,2013,7.7565,Hong Kong Dollars
Hong Kong,2014,7.7545,Hong Kong Dollars
Hong Kong,2015,7.7524,Hong Kong Dollars
Hong Kong,2016,7.7623,Hong Kong Dollars
Hong Kong,2017,7.7933,Hong Kong Dollars
Hong Kong,2018,7.8385,Hong Kong Dollars
Hong Kong,2019,7.84,Hong Kong Dollars
Hong Kong,2020,7.76,Hong Kong Dollars
Hong Kong,2021,7.7732,Hong Kong Dollars
Hong Kong,2022,7.8314,Hong Kong Dollars
Hong Kong,2023,7.8296,Hong Kong Dollars
Hong Kong,2024,7.803,Hong Kong Dollars
India,1916,3.04,Rupee
India,1917,2.92,Rupee
India,1918,2.72,Rupee
India,1919,2.48,Rupee
India,1920,2.57,Rupee
India,1921,3.81,Rupee
India,1922,3.48,Rupee
India,1923,3.21,Rupee
India,1924,3.15,Rupee
India,1925,2.76,Rupee
India,1926,2.75,Rupee
India,1927,2.75,Rupee
India,1928,2.74,Rupee
India,1929,2.76,Rupee
India,1930,2.77,Rupee
India,1931,2.97,Rupee
India,1932,3.8,Rupee
India,1933,3.14,Rupee
India,1934,2.64,Rupee
India,1935,2.71,Rupee
India,1936,2.67,Rupee
India,1937,2.68,Rupee
India,1938,2.73,Rupee
India,1939,3.0,Rupee
India,1940,3.32,Rupee
India,1941,3.32,Rupee
India,1942,3.32,Rupee
India,1943,3.32,Rupee
India,1944,3.32,Rupee
India,1945,3.32,Rupee
India,1946,3.32,Rupee
India,1947,3.32,Rupee
India,1948,3.31,Rupee
India,1949,3.61,Rupee
India,1950,4.79,Rupee
India,1951,4.79,Rupee
India,1952,4.78,Rupee
India,1953,4.75,Rupee
India,1954,4.76,Rupee
India,1955,4.79,Rupee
India,1956,4.78,Rupee
India,1957,4.78,Rupee
India,1958,4.75,Rupee
India,1959,4.75,Rupee
India,1960,4.77,Rupee
India,1961,4.77,Rupee
India,1962,4.76,Rupee
India,1963,4.77,Rupee
India,1964,4.78,Rupee
India,1965,4.78,Rupee
India,1966,6.03,Rupee
India,1967,7.54,Rupee
India,1968,7.54,Rupee
India,1969,7.56,Rupee
India,1970,7.56,Rupee
India,1971,7.5,Rupee
India,1972,7.55,Rupee
India,1973,8.28,Rupee
India,1974,8.03,Rupee
India,1975,8.39,Rupee
India,1976,8.97,Rupee
India,1977,8.77,Rupee
India,1978,8.19,Rupee
India,1979,8.16,Rupee
India,1980,7.89,Rupee
India,1981,8.68,Rupee
India,1982,9.48,Rupee
India,1983,10.1,Rupee
India,1984,11.35,Rupee
India,1985,12.33,Rupee
India,1986,12.6,Rupee
India,1987,12.94,Rupee
India,1988,13.9,Rupee
India,1989,16.21,Rupee
India,1990,17.49,Rupee
India,1991,22.71,Rupee
India,1992,28.16,Rupee
India,1993,31.29,Rupee
India,1994,31.39,Rupee
India,1995,32.42,Rupee
India,1996,35.51,Rupee
India,1997,36.37,Rupee
India,1998,41.36,Rupee
India,1999,43.13,Rupee
India,2000,45.0,Rupee
India,2001,47.22,Rupee
India,2002,48.63,Rupee
India,2003,46.59,Rupee
India,2004,45.26,Rupee
India,2005,44.0,Rupee
India,2006,45.19,Rupee
India,2007,41.18,Rupee
India,2008,43.39,Rupee
India,2009,48.33,Rupee
India,2010,45.65,Rupee
India,2011,45.58,Rupee
India,2011,46.58,Rupee
India,2012,53.37,Rupee
India,2013,58.51,Rupee
India,2014,61.0,Rupee
India,2015,64.11,Rupee
India,2016,67.2,Rupee
India,2017,65.12,Rupee
India,2018,68.4,Rupee
India,2019,70.42,Rupee
India,2020,74.1,Rupee
India,2021,73.92,Rupee
India,2022,78.6,Rupee
India,2023,82.6,Rupee
India,2024,83.68,Rupee
Indonesia,1967,149.6,Rupiah
Indonesia,1968,296.3,Rupiah
Indonesia,1969,326.0,Rupiah
Indonesia,1970,362.8,Rupiah
Indonesia,1971,391.9,Rupiah
Indonesia,1972,415.0,Rupiah
Indonesia,1973,415.0,Rupiah
Indonesia,1974,415.0,Rupiah
Indonesia,1975,415.0,Rupiah
Indonesia,1976,415.0,Rupiah
Indonesia,1977,415.0,Rupiah
Indonesia,1978,442.0,Rupiah
Indonesia,1979,623.1,Rupiah
Indonesia,1980,627.0,Rupiah
Indonesia,1981,631.8,Rupiah
Indonesia,1982,661.4,Rupiah
Indonesia,1983,909.3,Rupiah
Indonesia,1984,1025.9,Rupiah
Indonesia,1985,1110.6,Rupiah
Indonesia,1986,1282.6,Rupiah
Indonesia,1987,1643.8,Rupiah
Indonesia,1988,1685.7,Rupiah
Indonesia,1989,1770.1,Rupiah
Indonesia,1990,1842.8,Rupiah
Indonesia,1991,1950.3,Rupiah
Indonesia,1992,2029.9,Rupiah
Indonesia,1993,2087.1,Rupiah
Indonesia,1994,2160.8,Rupiah
Indonesia,1995,2248.6,Rupiah
Indonesia,1996,2342.3,Rupiah
Indonesia,1997,2909.4,Rupiah
Indonesia,1998,10013.6,Rupiah
Indonesia,1999,7855.2,Rupiah
Indonesia,2000,8421.8,Rupiah
Indonesia,2001,10260.9,Rupiah
Indonesia,2002,9311.2,Rupiah
Indonesia,2003,8577.1,Rupiah
Indonesia,2004,8938.9,Rupiah
Indonesia,2005,9704.7,Rupiah
Indonesia,2006,9159.3,Rupiah
Indonesia,2007,9143.4,Rupiah
Indonesia,2007,9141.0,Rupiah
Indonesia,2008,9699.0,Rupiah
Indonesia,2009,10389.9,Rupiah 
Indonesia,2010,9090.4,Rupiah
Indonesia,2011,8770.4,Rupiah
Indonesia,2012,9386.6,Rupiah 
Indonesia,2013,10461.2,Rupiah
Indonesia,2014,11865.2,Rupiah
Indonesia,2015,13389.4,Rupiah
Indonesia,2016,13308.3,Rupiah
Indonesia,2017,13380.9,Rupiah
Indonesia,2018,14236.9,Rupiah
Indonesia,2019,14147.7,Rupiah
Indonesia,2020,14582.2,Rupiah
Indonesia,2021,14308.1,Rupiah
Indonesia,2022,14849.9,Rupiah
Indonesia,2023,15236.9,Rupiah
Indonesia,2024,15852.1,Rupiah
Ireland,1951,0.3567,Irish Pounds
Ireland,1952,0.3576,Irish Pounds
Ireland,1953,0.3555,Irish Pounds
Ireland,1954,0.356,Irish Pounds
Ireland,1955,0.3583,Irish Pounds
Ireland,1956,0.3577,Irish Pounds
Ireland,1957,0.358,Irish Pounds
Ireland,1958,0.3559,Irish Pounds
Ireland,1959,0.356,Irish Pounds
Ireland,1960,0.3562,Irish Pounds
Ireland,1961,0.3569,Irish Pounds
Ireland,1962,0.3562,Irish Pounds
Ireland,1963,0.3571,Irish Pounds
Ireland,1964,0.3582,Irish Pounds
Ireland,1965,0.3577,Irish Pounds
Ireland,1966,0.358,Irish Pounds
Ireland,1967,0.3636,Irish Pounds
Ireland,1968,0.4178,Irish Pounds
Ireland,1969,0.4184,Irish Pounds
Ireland,1970,0.4174,Irish Pounds
Ireland,1971,0.4091,Irish Pounds
Ireland,1972,0.3999,Irish Pounds
Ireland,1973,0.408,Irish Pounds
Ireland,1974,0.4273,Irish Pounds
Ireland,1975,0.4501,Irish Pounds
Ireland,1976,0.5541,Irish Pounds
Ireland,1977,0.5731,Irish Pounds
Ireland,1978,0.5213,Irish Pounds
Ireland,1979,0.4886,Irish Pounds
Ireland,1980,0.486,Irish Pounds
Ireland,1981,0.6199,Irish Pounds
Ireland,1982,0.704,Irish Pounds
Ireland,1983,0.8012,Irish Pounds
Ireland,1984,0.9205,Irish Pounds
Ireland,1985,0.9379,Irish Pounds
Ireland,1986,0.7455,Irish Pounds
Ireland,1987,0.6721,Irish Pounds
Ireland,1988,0.6558,Irish Pounds
Ireland,1989,0.7052,Irish Pounds
Ireland,1990,0.6033,Irish Pounds
Ireland,1991,0.6196,Irish Pounds
Ireland,1992,0.5868,Irish Pounds
Ireland,1993,0.6827,Irish Pounds
Ireland,1994,0.668,Irish Pounds
Ireland,1995,0.6236,Irish Pounds
Ireland,1996,0.6252,Irish Pounds
Ireland,1997,0.6595,Irish Pounds
Ireland,1998,0.7019,Irish Pounds
Ireland,1999,1.1919,Irish Pounds
Israel,1948,0.2497,Israeli Pounds
Israel,1949,0.3596,Israeli Pounds
Israel,1950,0.3596,Israeli Pounds
Israel,1951,0.3596,Israeli Pounds
Israel,1952,0.3596,Israeli Pounds
Israel,1953,0.9989,Israeli Pounds
Israel,1954,1.8,Israeli Pounds
Israel,1955,1.8,Israeli Pounds
Israel,1956,1.8,Israeli Pounds
Israel,1957,1.8,Israeli Pounds
Israel,1958,1.8,Israeli Pounds
Israel,1959,1.8,Israeli Pounds
Israel,1960,1.8,Israeli Pounds
Israel,1961,1.8,Israeli Pounds
Israel,1962,2.9,Israeli Pounds
Israel,1963,3.0,Israeli Pounds
Israel,1964,3.0,Israeli Pounds
Israel,1965,3.0,Israeli Pounds
Israel,1966,3.0,Israeli Pounds
Israel,1967,3.0833,Israeli Pounds
Israel,1968,3.5,Israeli Pounds
Israel,1969,3.5,Israeli Pounds
Israel,1970,3.5,Israeli Pounds
Israel,1971,4.2,Israeli Pounds
Israel,1972,4.1798,Israeli Pounds
Israel,1973,4.1947,Israeli Pounds
Israel,1974,4.4515,Israeli Pounds
Israel,1975,6.3361,Israeli Pounds
Israel,1976,7.9256,Israeli Pounds
Israel,1977,10.4455,Israeli Pounds
Israel,1978,17.4354,Israeli Pounds
Israel,1979,25.4064,Israeli Pounds
Israel,1980,5.1243,Old Sheqalim
Israel,1981,11.4306,Old Sheqalim
Israel,1982,24.267,Old Sheqalim
Israel,1983,56.2145,Old Sheqalim
Israel,1984,293.21,Old Sheqalim
Israel,1985,1178.85,Old Sheqalim
Israel,1986,1.4878,New Shequalim
Israel,1987,1.5946,New Shequalim
Israel,1988,1.5989,New Shequalim
Israel,1989,1.9164,New Shequalim
Israel,1990,2.0162,New Shequalim
Israel,1991,2.2791,New Shequalim
Israel,1992,2.4591,New Shequalim
Israel,1993,2.8301,New Shequalim
Israel,1994,3.0111,New Shequalim
Israel,1995,3.0113,New Shequalim
Israel,1996,3.1917,New Shequalim
Israel,1997,3.4494,New Shequalim
Israel,1998,3.8001,New Shequalim
Israel,1999,4.1397,New Shequalim
Israel,2000,4.0773,New Shequalim
Israel,2001,4.2057,New Shequalim
Israel,2002,4.7378,New Shequalim
Israel,2003,4.5541,New Shequalim
Israel,2004,4.482,New Shequalim
Israel,2005,4.4877,New Shequalim
Israel,2006,4.4558,New Shequalim
Israel,2007,4.108,New Shequalim
Israel,2008,3.588,New Shequalim
Israel,2009,3.9323,New Shequalim
Israel,2010,3.739,New Shequalim
Israel,2011,3.578,New Shequalim
Israel,2012,3.856,New Shequalim
Israel,2013,3.611,New Shequalim
Israel,2014,3.578,New Shequalim
Israel,2015,3.89,New Shequalim
Israel,2016,3.8406,New Shequalim
Israel,2017,3.5996,New Shequalim
Israel,2018,3.5906,New Shequalim
Israel,2019,3.56,New Shequalim
Israel,2020,3.44,New Shequalim
Israel,2021,3.2302,New Shequalim
Israel,2022,3.3598,New Shequalim
Israel,2023,3.6858,New Shequalim
Israel,2024,3.7004,New Shequalim
Italy,1913,5.264,Lire
Italy,1914,5.195,Lire
Italy,1915,6.05,Lire
Italy,1916,6.55,Lire
Italy,1917,7.509,Lire
Italy,1918,7.862,Lire
Italy,1919,8.796,Lire
Italy,1920,20.121,Lire
Italy,1921,23.29,Lire
Italy,1922,21.027,Lire
Italy,1923,21.732,Lire
Italy,1924,22.946,Lire
Italy,1925,25.141,Lire
Italy,1926,25.711,Lire
Italy,1927,19.395,Lire
Italy,1928,19.022,Lire
Italy,1929,19.108,Lire
Italy,1930,19.093,Lire
Italy,1931,19.207,Lire
Italy,1932,19.511,Lire
Italy,1933,14.904,Lire
Italy,1934,11.68,Lire
Italy,1935,12.125,Lire
Italy,1936,13.714,Lire
Italy,1937,19.009,Lire
Italy,1938,19.01,Lire
Italy,1939,19.246,Lire
Italy,1940,19.839,Lire
Italy,1941,19.7227,Lire
Italy,1946,225.53,Lire
Italy,1947,269.179,Lire
Italy,1948,574.713,Lire
Italy,1949,588.582,Lire
Italy,1950,624.61,Lire
Italy,1951,625.0,Lire
Italy,1952,625.0,Lire
Italy,1953,625.0,Lire
Italy,1954,625.0,Lire
Italy,1955,625.0,Lire
Italy,1956,625.0,Lire
Italy,1957,625.0,Lire
Italy,1958,624.61,Lire
Italy,1959,621.118,Lire
Italy,1960,621.118,Lire
Italy,1961,621.118,Lire
Italy,1962,620.848,Lire
Italy,1963,621.62,Lire
Italy,1964,624.454,Lire
Italy,1965,624.844,Lire
Italy,1966,624.454,Lire
Italy,1967,624.142,Lire
Italy,1968,623.364,Lire
Italy,1969,627.353,Lire
Italy,1970,627.156,Lire
Italy,1971,618.276,Lire
Italy,1972,583.703,Lire
Italy,1973,581.666,Lire
Italy,1974,650.533,Lire
Italy,1975,652.401,Lire
Italy,1976,830.289,Lire
Italy,1977,882.768,Lire
Italy,1978,848.752,Lire
Italy,1979,831.1,Lire
Italy,1980,856.2,Lire
Italy,1981,1138.6,Lire
Italy,1982,1354.0,Lire
Italy,1983,1519.3,Lire
Italy,1984,1756.1,Lire
Italy,1985,1908.9,Lire
Italy,1986,1491.16,Lire
Italy,1987,1297.03,Lire
Italy,1988,1302.39,Lire
Italy,1989,1372.28,Lire
Italy,1990,1198.27,Lire
Italy,1991,1241.28,Lire
Italy,1992,1232.17,Lire
Italy,1993,1573.41,Lire
Italy,1994,1611.49,Lire
Italy,1995,1629.45,Lire
Italy,1996,1542.76,Lire
Italy,1997,1703.81,Lire
Italy,1998,1736.85,Lire
Italy,1999,2062.71,Lire
Japan,1916,1.97,Yen
Japan,1917,1.95,Yen
Japan,1918,1.89,Yen
Japan,1919,1.95,Yen
Japan,1920,1.99,Yen
Japan,1921,2.07,Yen
Japan,1922,2.09,Yen
Japan,1923,2.06,Yen
Japan,1924,2.43,Yen
Japan,1925,2.44,Yen
Japan,1926,2.12,Yen
Japan,1927,2.11,Yen
Japan,1928,2.15,Yen
Japan,1929,2.17,Yen
Japan,1930,2.02,Yen
Japan,1931,2.05,Yen
Japan,1932,3.56,Yen
Japan,1933,3.9,Yen
Japan,1934,3.37,Yen
Japan,1935,3.48,Yen
Japan,1936,3.45,Yen
Japan,1937,3.47,Yen
Japan,1938,3.52,Yen
Japan,1939,3.85,Yen
Japan,1940,4.27,Yen
Japan,1941,4.27,Yen
Japan,1956,359.84,Yen
Japan,1957,359.84,Yen
Japan,1958,359.84,Yen
Japan,1959,359.97,Yen
Japan,1960,359.97,Yen
Japan,1961,361.14,Yen
Japan,1962,360.86,Yen
Japan,1963,361.49,Yen
Japan,1964,361.99,Yen
Japan,1965,361.51,Yen
Japan,1966,362.35,Yen
Japan,1967,362.15,Yen
Japan,1968,360.56,Yen
Japan,1969,358.38,Yen
Japan,1970,358.15,Yen
Japan,1971,347.48,Yen
Japan,1972,303.08,Yen
Japan,1973,270.89,Yen
Japan,1974,291.53,Yen
Japan,1975,296.69,Yen
Japan,1976,296.38,Yen
Japan,1977,267.8,Yen
Japan,1978,208.42,Yen
Japan,1979,219.02,Yen
Japan,1980,226.63,Yen
Japan,1981,220.63,Yen
Japan,1982,249.06,Yen
Japan,1983,237.55,Yen
Japan,1984,237.45,Yen
Japan,1985,238.47,Yen
Japan,1986,168.35,Yen
Japan,1987,144.6,Yen
Japan,1988,128.17,Yen
Japan,1989,138.07,Yen
Japan,1990,145.0,Yen
Japan,1991,134.59,Yen
Japan,1992,126.78,Yen
Japan,1993,111.08,Yen
Japan,1994,102.18,Yen
Japan,1995,93.96,Yen
Japan,1996,108.78,Yen
Japan,1997,121.06,Yen
Japan,1998,130.99,Yen
Japan,1999,113.73,Yen
Japan,2000,107.8,Yen
Japan,2001,121.57,Yen
Japan,2002,125.22,Yen
Japan,2003,115.94,Yen
Japan,2004,108.15,Yen
Japan,2005,110.11,Yen
Japan,2006,116.31,Yen
Japan,2007,117.76,Yen
Japan,2008,103.39,Yen
Japan,2009,93.68,Yen
Japan,2010,87.78,Yen
Japan,2011,79.7,Yen
Japan,2012,79.82,Yen
Japan,2013,97.6,Yen
Japan,2014,105.74,Yen
Japan,2015,121.04,Yen
Japan,2016,108.79,Yen
Japan,2017,112.17,Yen
Japan,2018,110.42,Yen
Japan,2019,109.01,Yen
Japan,2020,106.77,Yen
Japan,2021,109.75,Yen
Japan,2022,131.5,Yen
Japan,2023,140.49,Yen
Japan,2024,151.44,Yen
Korea,1982,731.93,Won
Korea,1983,776.04,Won
Korea,1984,807.91,Won
Korea,1985,861.89,Won
Korea,1986,884.63,Won
Korea,1987,825.94,Won
Korea,1988,734.52,Won
Korea,1989,674.29,Won
Korea,1990,710.64,Won
Korea,1991,736.73,Won
Korea,1992,784.66,Won
Korea,1993,805.75,Won
Korea,1994,806.93,Won
Korea,1995,772.69,Won
Korea,1996,805.0,Won
Korea,1997,947.65,Won
Korea,1998,1400.4,Won
Korea,1999,1189.84,Won
Korea,2000,1130.9,Won
Korea,2001,1292.01,Won
Korea,2002,1250.31,Won
Korea,2003,1192.08,Won
Korea,2004,1145.24,Won
Korea,2005,1023.75,Won
Korea,2006,954.32,Won
Korea,2007,928.97,Won
Korea,2008,1098.71,Won
Korea,2009,1274.63,Won
Korea,2010,0.0,Won
Korea,2010,1155.74,Won
Korea,2011,1106.94,Won
Korea,2012,1126.16,Won
Korea,2013,1094.67,Won
Korea,2014,1052.29,Won
Korea,2015,1131.16,Won
Korea,2016,1160.43,Won
Korea,2017,1130.42,Won
Korea,2018,1100.56,Won
Korea,2019,1165.36,Won
Korea,2020,1180.28,Won
Korea,2021,1143.95,Won
Korea,2022,1292.03,Won
Korea,2023,1305.84,Won
Korea,2024,1363.53,Won
Malaysia,1921,2.281,Straits Settlements Dollar
Malaysia,1922,1.9695,Straits Settlements Dollar
Malaysia,1923,1.8692,Straits Settlements Dollar
Malaysia,1924,1.9511,Straits Settlements Dollar
Malaysia,1925,1.7808,Straits Settlements Dollar
Malaysia,1926,1.7771,Straits Settlements Dollar
Malaysia,1927,1.7842,Straits Settlements Dollar
Malaysia,1928,1.7767,Straits Settlements Dollar
Malaysia,1929,1.7853,Straits Settlements Dollar
Malaysia,1930,1.7869,Straits Settlements Dollar
Malaysia,1931,1.9068,Straits Settlements Dollar
Malaysia,1932,2.4754,Straits Settlements Dollar
Malaysia,1933,2.0312,Straits Settlements Dollar
Malaysia,1934,1.6948,Straits Settlements Dollar
Malaysia,1935,1.7491,Straits Settlements Dollar
Malaysia,1936,1.7165,Straits Settlements Dollar
Malaysia,1937,1.7249,Straits Settlements Dollar
Malaysia,1938,1.7569,Straits Settlements Dollar
Malaysia,1939,1.9329,Straits Settlements Dollar
Malaysia,1940,2.1286,Straits Settlements Dollar
Malaysia,1941,2.1216,Straits Settlements Dollar
Malaysia,1942,2.1314,Straits Settlements Dollar
Malaysia,1949,2.327,Straits Settlements Dollar
Malaysia,1950,3.0499,Straits Settlements Dollar
Malaysia,1951,3.0443,Straits Settlements Dollar
Malaysia,1952,3.0673,Malayan Dollar
Malaysia,1953,3.068,Malayan Dollar
Malaysia,1954,3.0636,Malayan Dollar
Malaysia,1955,3.0652,Malayan Dollar
Malaysia,1956,3.0692,Malayan Dollar
Malaysia,1957,3.0744,Malayan Dollar
Malaysia,1958,3.0518,Malayan Dollar
Malaysia,1959,3.0435,Malayan Dollar
Malaysia,1960,3.0472,Malayan Dollar
Malaysia,1961,3.0619,Malayan Dollar
Malaysia,1962,3.0528,Malayan Dollar
Malaysia,1963,3.0615,Malayan Dollar
Malaysia,1964,3.0707,Malayan Dollar
Malaysia,1965,3.0666,Malayan Dollar
Malaysia,1966,3.0733,Malayan Dollar
Malaysia,1967,3.0751,Malaysian Dollar
Malaysia,1968,3.0683,Malaysian Dollar
Malaysia,1969,3.0653,Malaysian Dollar
Malaysia,1970,3.0868,Malaysian Dollar
Malaysia,1971,3.0313,Malaysian Dollar
Malaysia,1972,2.8082,Malaysian Dollar
Malaysia,1973,2.4397,Malaysian Dollar
Malaysia,1974,2.3991,Malaysian Dollar
Malaysia,1975,2.395,Malaysian Dollar
Malaysia,1976,2.5419,Ringgit
Malaysia,1977,2.4618,Ringgit
Malaysia,1978,2.3143,Ringgit
Malaysia,1979,2.1721,Ringgit
Malaysia,1980,2.1767,Ringgit
Malaysia,1981,2.3048,Ringgit
Malaysia,1982,2.3395,Ringgit
Malaysia,1983,2.3204,Ringgit
Malaysia,1984,2.3448,Ringgit
Malaysia,1985,2.4806,Ringgit
Malaysia,1986,2.5831,Ringgit
Malaysia,1987,2.5186,Ringgit
Malaysia,1988,2.619,Ringgit
Malaysia,1989,2.7079,Ringgit
Malaysia,1990,2.7057,Ringgit
Malaysia,1991,2.7503,Ringgit
Malaysia,1992,2.5463,Ringgit
Malaysia,1993,2.5738,Ringgit
Malaysia,1994,2.6237,Ringgit
Malaysia,1995,2.5073,Ringgit
Malaysia,1996,2.5154,Ringgit
Malaysia,1997,2.8173,Ringgit
Malaysia,1998,3.9254,Ringgit
Malaysia,1999,3.8,Ringgit
Malaysia,2000,3.8,Ringgit
Malaysia,2001,3.8,Ringgit
Malaysia,2002,3.8,Ringgit
Malaysia,2003,3.8,Ringgit
Malaysia,2004,3.8,Ringgit
Malaysia,2005,3.7869,Ringgit
Malaysia,2006,3.6661,Ringgit
Malaysia,2007,3.4354,Ringgit
Malaysia,2008,3.3292,Ringgit
Malaysia,2009,3.5231,Ringgit
Malaysia,2010,3.2175,Ringgit
Malaysia,2011,3.0564,Ringgit
Malaysia,2012,3.0862,Ringgit
Malaysia,2013,3.1488,Ringgit
Malaysia,2014,3.2729,Ringgit
Malaysia,2015,3.91,Ringgit
Malaysia,2016,3.2729,Ringgit
Malaysia,2017,4.3004,Ringgit
Malaysia,2018,4.0351,Ringgit
Malaysia,2019,4.14,Ringgit
Malaysia,2020,4.2,Ringgit
Malaysia,2021,4.1433,Ringgit
Malaysia,2022,4.4011,Ringgit
Malaysia,2023,4.5606,Ringgit
Mexico,1921,2.058,Old Pesos
Mexico,1922,2.053,Old Pesos
Mexico,1923,2.06,Old Pesos
Mexico,1924,2.061,Old Pesos
Mexico,1925,2.025,Old Pesos
Mexico,1926,2.07,Old Pesos
Mexico,1927,2.118,Old Pesos
Mexico,1928,2.079,Old Pesos
Mexico,1929,2.075,Old Pesos
Mexico,1930,2.122,Old Pesos
Mexico,1931,2.099,Old Pesos
Mexico,1932,3.14,Old Pesos
Mexico,1933,3.558,Old Pesos
Mexico,1934,3.605,Old Pesos
Mexico,1935,3.6,Old Pesos
Mexico,1936,3.602,Old Pesos
Mexico,1937,3.604,Old Pesos
Mexico,1938,4.52,Old Pesos
Mexico,1939,5.181,Old Pesos
Mexico,1940,5.392,Old Pesos
Mexico,1941,4.869,Old Pesos
Mexico,1942,4.862,Old Pesos
Mexico,1943,4.86,Old Pesos
Mexico,1944,4.859,Old Pesos
Mexico,1945,4.859,Old Pesos
Mexico,1946,4.859,Old Pesos
Mexico,1947,4.86,Old Pesos
Mexico,1948,5.302,Old Pesos
Mexico,1949,7.924,Old Pesos
Mexico,1950,8.643,Old Pesos
Mexico,1951,8.648,Old Pesos
Mexico,1952,8.63,Old Pesos
Mexico,1953,8.615,Old Pesos
Mexico,1954,11.048,Old Pesos
Mexico,1955,12.491,Old Pesos
Mexico,1956,12.491,Old Pesos
Mexico,1957,12.491,Old Pesos
Mexico,1958,12.491,Old Pesos
Mexico,1959,12.491,Old Pesos
Mexico,1960,12.491,Old Pesos
Mexico,1961,12.491,Old Pesos
Mexico,1962,12.491,Old Pesos
Mexico,1963,12.491,Old Pesos
Mexico,1964,12.491,Old Pesos
Mexico,1965,12.491,Old Pesos
Mexico,1966,12.491,Old Pesos
Mexico,1967,12.491,Old Pesos
Mexico,1968,12.491,Old Pesos
Mexico,1969,12.491,Old Pesos
Mexico,1970,12.491,Old Pesos
Mexico,1971,12.491,Old Pesos
Mexico,1972,12.5,Old Pesos
Mexico,1973,12.5,Old Pesos
Mexico,1974,12.5,Old Pesos
Mexico,1975,12.5,Old Pesos
Mexico,1976,14.459,Old Pesos
Mexico,1977,22.605,Old Pesos
Mexico,1978,22.781,Old Pesos
Mexico,1979,22.816,Old Pesos
Mexico,1980,22.968,Old Pesos
Mexico,1981,24.547,Old Pesos
Mexico,1982,72.99,Old Pesos
Mexico,1983,155.01,Old Pesos
Mexico,1984,192.31,Old Pesos
Mexico,1985,256.872,Old Pesos
Mexico,1986,611.773,Old Pesos
Mexico,1987,1378.18,Old Pesos
Mexico,1988,2273.1,Old Pesos
Mexico,1989,2461.47,Old Pesos
Mexico,1990,2812.6,Old Pesos
Mexico,1991,3018.43,Old Pesos
Mexico,1992,3094.9,Old Pesos
Mexico,1993,3.124,Pesos
Mexico,1994,3.385,Pesos
Mexico,1995,6.447,Pesos
Mexico,1996,7.6,Pesos
Mexico,1997,7.918,Pesos
Mexico,1998,9.152,Pesos
Mexico,1999,9.553,Pesos
Mexico,2000,9.459,Pesos
Mexico,2001,9.337,Pesos
Mexico,2002,9.663,Pesos
Mexico,2003,10.793,Pesos
Mexico,2004,11.29,Pesos
Mexico,2005,10.894,Pesos
Mexico,2006,10.906,Pesos
Mexico,2007,10.928,Pesos
Mexico,2008,11.143,Pesos
Mexico,2009,13.498,Pesos
Mexico,2010,12.623,Pesos
Mexico,2011,12.427,Pesos
Mexico,2012,13.154,Pesos
Mexico,2013,12.758,Pesos
Mexico,2014,13.302,Pesos
Mexico,2015,15.873,Peso
Mexico,2016,18.664,Peso
Mexico,2017,18.927,Peso
Mexico,2018,19.244,Peso
Mexico,2019,19.26,Peso
Mexico,2020,21.49,Peso
Mexico,2021,20.272,Peso
Mexico,2022,20.127,Peso
Mexico,2023,17.759,Peso
Mexico,2024,18.273,Peso
Netherlands,1913,2.4925,Guilder
Netherlands,1914,2.4622,Guilder
Netherlands,1915,2.4696,Guilder
Netherlands,1916,2.3915,Guilder
Netherlands,1917,2.3826,Guilder
Netherlands,1918,2.1256,Guilder
Netherlands,1919,2.5545,Guilder
Netherlands,1920,2.9054,Guilder
Netherlands,1921,2.972,Guilder
Netherlands,1922,2.5976,Guilder
Netherlands,1923,2.5575,Guilder
Netherlands,1924,2.617,Guilder
Netherlands,1925,2.49,Guilder
Netherlands,1926,2.4939,Guilder
Netherlands,1927,2.4934,Guilder
Netherlands,1928,2.4861,Guilder
Netherlands,1929,2.4899,Guilder
Netherlands,1930,2.486,Guilder
Netherlands,1931,2.4857,Guilder
Netherlands,1932,2.4817,Guilder
Netherlands,1933,1.9334,Guilder
Netherlands,1934,1.4841,Guilder
Netherlands,1935,1.4768,Guilder
Netherlands,1936,1.5509,Guilder
Netherlands,1937,1.8167,Guilder
Netherlands,1938,1.8179,Guilder
Netherlands,1939,1.8749,Guilder
Netherlands,1940,1.8822,Guilder
Netherlands,1945,2.6362,Guilder
