country,year,currency
"Mexico, 1600 - 2025",1974,12.500 Old Pesos
"Mexico, 1600 - 2025",1975,12.500 Old Pesos
"Mexico, 1600 - 2025",1976,14.459 Old Pesos
"Mexico, 1600 - 2025",1977,22.605 Old Pesos
"Mexico, 1600 - 2025",1978,22.781 Old Pesos
"Mexico, 1600 - 2025",1979,22.816 Old Pesos
"Mexico, 1600 - 2025",1980,22.968 Old Pesos
"Mexico, 1600 - 2025",1981,24.547 Old Pesos
"Mexico, 1600 - 2025",1982,72.990 Old Pesos
"Mexico, 1600 - 2025",1983,155.010 Old Pesos
"Mexico, 1600 - 2025",1984,192.310 Old Pesos
"Mexico, 1600 - 2025",1985,256.872 Old Pesos
"Mexico, 1600 - 2025",1986,611.773 Old Pesos
"Mexico, 1600 - 2025",1987,1378.180 Old Pesos
"Mexico, 1600 - 2025",1988,2273.100 Old Pesos
"Mexico, 1600 - 2025",1989,2461.470 Old Pesos
"Mexico, 1600 - 2025",1990,2812.600 Old Pesos
"Mexico, 1600 - 2025",1991,3018.430 Old Pesos
"Mexico, 1600 - 2025",1992,3094.900 Old Pesos
"Mexico, 1600 - 2025",1993,3.124 Pesos
"Mexico, 1600 - 2025",1994,3.385 Pesos
"Mexico, 1600 - 2025",1995,6.447 Pesos
"Mexico, 1600 - 2025",1996,7.600 Pesos
"Mexico, 1600 - 2025",1997,7.918 Pesos
"Mexico, 1600 - 2025",1998,9.152 Pesos
"Mexico, 1600 - 2025",1999,9.553 Pesos
"Mexico, 1600 - 2025",2000,9.459 Pesos
"Mexico, 1600 - 2025",2001,9.337 Pesos
"Mexico, 1600 - 2025",2002,9.663 Pesos
"Mexico, 1600 - 2025",2003,10.793 Pesos
"Mexico, 1600 - 2025",2004,11.290 Pesos
"Mexico, 1600 - 2025",2005,10.894 Pesos
"Mexico, 1600 - 2025",2006,10.906 Pesos
"Mexico, 1600 - 2025",2007,10.928 Pesos
"Mexico, 1600 - 2025",2008,11.143 Pesos
"Mexico, 1600 - 2025",2009,13.498 Pesos
"Mexico, 1600 - 2025",2010,12.623 Pesos
"Mexico, 1600 - 2025",2011,12.427 Pesos
"Mexico, 1600 - 2025",2012,13.154 Pesos
"Mexico, 1600 - 2025",2013,12.758 Pesos
"Mexico, 1600 - 2025",2014,13.302 Pesos
"Mexico, 1600 - 2025",2015,15.873 Peso
"Mexico, 1600 - 2025",2016,18.664 Peso
"Mexico, 1600 - 2025",2017,18.927 Peso
"Mexico, 1600 - 2025",2018,19.244 Peso
"Mexico, 1600 - 2025",2019,19.260 Peso
"Mexico, 1600 - 2025",2020,21.490 Peso
"Mexico, 1600 - 2025",2021,20.272 Peso
"Mexico, 1600 - 2025",2022,20.127 Peso
"Mexico, 1600 - 2025",2023,17.759 Peso
"Mexico, 1600 - 2025",2024,18.273 Peso
,,
"Netherlands, 1600 - 2025",1913,2.4925 Guilder
"Netherlands, 1600 - 2025",1914,2.4622 Guilder
"Netherlands, 1600 - 2025",1915,2.4696 Guilder
"Netherlands, 1600 - 2025",1916,2.3915 Guilder
"Netherlands, 1600 - 2025",1917,2.3826 Guilder
"Netherlands, 1600 - 2025",1918,2.1256 Guilder
"Netherlands, 1600 - 2025",1919,2.5545 Guilder
"Netherlands, 1600 - 2025",1920,2.9054 Guilder
"Netherlands, 1600 - 2025",1921,2.9720 Guilder
"Netherlands, 1600 - 2025",1922,2.5976 Guilder
"Netherlands, 1600 - 2025",1923,2.5575 Guilder
"Netherlands, 1600 - 2025",1924,2.6170 Guilder
"Netherlands, 1600 - 2025",1925,2.4900 Guilder
"Netherlands, 1600 - 2025",1926,2.4939 Guilder
"Netherlands, 1600 - 2025",1927,2.4934 Guilder
"Netherlands, 1600 - 2025",1928,2.4861 Guilder
"Netherlands, 1600 - 2025",1929,2.4899 Guilder
"Netherlands, 1600 - 2025",1930,2.4860 Guilder
"Netherlands, 1600 - 2025",1931,2.4857 Guilder
"Netherlands, 1600 - 2025",1932,2.4817 Guilder
"Netherlands, 1600 - 2025",1933,1.9334 Guilder
"Netherlands, 1600 - 2025",1934,1.4841 Guilder
"Netherlands, 1600 - 2025",1935,1.4768 Guilder
"Netherlands, 1600 - 2025",1936,1.5509 Guilder
"Netherlands, 1600 - 2025",1937,1.8167 Guilder
"Netherlands, 1600 - 2025",1938,1.8179 Guilder
"Netherlands, 1600 - 2025",1939,1.8749 Guilder
"Netherlands, 1600 - 2025",1940,1.8822 Guilder
"Netherlands, 1600 - 2025",1945,2.6362 Guilder
"Netherlands, 1600 - 2025",1946,2.6446 Guilder
"Netherlands, 1600 - 2025",1947,2.6483 Guilder
"Netherlands, 1600 - 2025",1948,2.6548 Guilder
"Netherlands, 1600 - 2025",1949,2.8962 Guilder
"Netherlands, 1600 - 2025",1950,3.8092 Guilder
"Netherlands, 1600 - 2025",1951,3.8075 Guilder
"Netherlands, 1600 - 2025",1952,3.8002 Guilder
"Netherlands, 1600 - 2025",1953,3.7965 Guilder
"Netherlands, 1600 - 2025",1954,3.7907 Guilder
"Netherlands, 1600 - 2025",1955,3.8124 Guilder
"Netherlands, 1600 - 2025",1956,3.8295 Guilder
"Netherlands, 1600 - 2025",1957,3.8211 Guilder
"Netherlands, 1600 - 2025",1958,3.7852 Guilder
"Netherlands, 1600 - 2025",1959,3.7747 Guilder
"Netherlands, 1600 - 2025",1960,3.7718 Guilder
"Netherlands, 1600 - 2025",1961,3.6291 Guilder
"Netherlands, 1600 - 2025",1962,3.6029 Guilder
"Netherlands, 1600 - 2025",1963,3.6010 Guilder
"Netherlands, 1600 - 2025",1964,3.6070 Guilder
"Netherlands, 1600 - 2025",1965,3.6005 Guilder
"Netherlands, 1600 - 2025",1966,3.6193 Guilder
"Netherlands, 1600 - 2025",1967,3.6024 Guilder
"Netherlands, 1600 - 2025",1968,3.6198 Guilder
"Netherlands, 1600 - 2025",1969,3.6242 Guilder
"Netherlands, 1600 - 2025",1970,3.6165 Guilder
"Netherlands, 1600 - 2025",1971,3.4904 Guilder
"Netherlands, 1600 - 2025",1972,3.2100 Guilder
"Netherlands, 1600 - 2025",1973,2.7795 Guilder
"Netherlands, 1600 - 2025",1974,2.6833 Guilder
"Netherlands, 1600 - 2025",1975,2.5232 Guilder
"Netherlands, 1600 - 2025",1976,2.6423 Guilder
"Netherlands, 1600 - 2025",1977,2.4539 Guilder
"Netherlands, 1600 - 2025",1978,2.1606 Guilder
"Netherlands, 1600 - 2025",1979,2.0072 Guilder
"Netherlands, 1600 - 2025",1980,1.9875 Guilder
"Netherlands, 1600 - 2025",1981,2.4998 Guilder
"Netherlands, 1600 - 2025",1982,2.6719 Guilder
"Netherlands, 1600 - 2025",1983,2.8543 Guilder
"Netherlands, 1600 - 2025",1984,3.2083 Guilder
"Netherlands, 1600 - 2025",1985,3.3184 Guilder
"Netherlands, 1600 - 2025",1986,2.4485 Guilder
"Netherlands, 1600 - 2025",1987,2.0264 Guilder
"Netherlands, 1600 - 2025",1988,1.9778 Guilder
"Netherlands, 1600 - 2025",1989,2.1219 Guilder
"Netherlands, 1600 - 2025",1990,1.8215 Guilder
"Netherlands, 1600 - 2025",1991,1.8720 Guilder
"Netherlands, 1600 - 2025",1992,1.7587 Guilder
"Netherlands, 1600 - 2025",1993,1.8585 Guilder
"Netherlands, 1600 - 2025",1994,1.8190 Guilder
"Netherlands, 1600 - 2025",1995,1.6044 Guilder
"Netherlands, 1600 - 2025",1996,1.6863 Guilder
"Netherlands, 1600 - 2025",1997,1.9525 Guilder
"Netherlands, 1600 - 2025",1998,1.9837 Guilder
"Netherlands, 1600 - 2025",1999,2.3476 Guilder
,,
"New Zealand, 1600 - 2025",1928,0.2064 New Zealand Pounds
"New Zealand, 1600 - 2025",1929,0.2069 New Zealand Pounds
"New Zealand, 1600 - 2025",1930,0.2136 New Zealand Pounds
"New Zealand, 1600 - 2025",1931,0.2408 New Zealand Pounds
"New Zealand, 1600 - 2025",1932,0.3123 New Zealand Pounds
"New Zealand, 1600 - 2025",1933,0.2941 New Zealand Pounds
"New Zealand, 1600 - 2025",1934,0.2485 New Zealand Pounds
"New Zealand, 1600 - 2025",1935,0.2556 New Zealand Pounds
"New Zealand, 1600 - 2025",1936,0.2507 New Zealand Pounds
"New Zealand, 1600 - 2025",1937,0.2519 New Zealand Pounds
"New Zealand, 1600 - 2025",1938,0.2549 New Zealand Pounds
"New Zealand, 1600 - 2025",1939,0.2818 New Zealand Pounds
"New Zealand, 1600 - 2025",1940,0.3264 New Zealand Pounds
"New Zealand, 1600 - 2025",1941,0.3100 New Zealand Pounds
"New Zealand, 1600 - 2025",1942,0.3098 New Zealand Pounds
"New Zealand, 1600 - 2025",1943,0.3084 New Zealand Pounds
"New Zealand, 1600 - 2025",1944,0.3082 New Zealand Pounds
"New Zealand, 1600 - 2025",1945,0.3092 New Zealand Pounds
"New Zealand, 1600 - 2025",1946,0.3100 New Zealand Pounds
"New Zealand, 1600 - 2025",1947,0.3103 New Zealand Pounds
"New Zealand, 1600 - 2025",1948,0.2853 New Zealand Pounds
"New Zealand, 1600 - 2025",1949,0.2739 New Zealand Pounds
"New Zealand, 1600 - 2025",1950,0.3606 New Zealand Pounds
"New Zealand, 1600 - 2025",1951,0.3608 New Zealand Pounds
"New Zealand, 1600 - 2025",1952,0.3617 New Zealand Pounds
"New Zealand, 1600 - 2025",1953,0.3591 New Zealand Pounds
"New Zealand, 1600 - 2025",1954,0.3596 New Zealand Pounds
"New Zealand, 1600 - 2025",1955,0.3618 New Zealand Pounds
"New Zealand, 1600 - 2025",1956,0.3613 New Zealand Pounds
"New Zealand, 1600 - 2025",1957,0.3616 New Zealand Pounds
"New Zealand, 1600 - 2025",1958,0.3595 New Zealand Pounds
"New Zealand, 1600 - 2025",1959,0.3596 New Zealand Pounds
"New Zealand, 1600 - 2025",1960,0.3597 New Zealand Pounds
"New Zealand, 1600 - 2025",1961,0.3604 New Zealand Pounds
"New Zealand, 1600 - 2025",1962,0.3597 New Zealand Pounds
"New Zealand, 1600 - 2025",1963,0.3607 New Zealand Pounds
"New Zealand, 1600 - 2025",1964,0.3617 New Zealand Pounds
"New Zealand, 1600 - 2025",1965,0.3612 New Zealand Pounds
"New Zealand, 1600 - 2025",1966,0.3616 New Zealand Pounds
"New Zealand, 1600 - 2025",1967,0.3696 New Zealand Pounds
"New Zealand, 1600 - 2025",1968,0.8979 New Zealand Dollar
"New Zealand, 1600 - 2025",1969,0.8992 New Zealand Dollar
"New Zealand, 1600 - 2025",1970,0.8970 New Zealand Dollar
"New Zealand, 1600 - 2025",1971,0.8794 New Zealand Dollar
"New Zealand, 1600 - 2025",1972,0.8379 New Zealand Dollar
"New Zealand, 1600 - 2025",1973,0.7351 New Zealand Dollar
"New Zealand, 1600 - 2025",1974,0.6666 New Zealand Dollar
"New Zealand, 1600 - 2025",1975,0.8254 New Zealand Dollar
"New Zealand, 1600 - 2025",1976,1.0089 New Zealand Dollar
"New Zealand, 1600 - 2025",1977,1.0321 New Zealand Dollar
"New Zealand, 1600 - 2025",1978,0.9649 New Zealand Dollar
"New Zealand, 1600 - 2025",1979,0.9782 New Zealand Dollar
"New Zealand, 1600 - 2025",1980,1.0273 New Zealand Dollar
"New Zealand, 1600 - 2025",1981,1.1514 New Zealand Dollar
"New Zealand, 1600 - 2025",1982,1.3315 New Zealand Dollar
"New Zealand, 1600 - 2025",1983,1.4972 New Zealand Dollar
"New Zealand, 1600 - 2025",1984,1.7290 New Zealand Dollar
"New Zealand, 1600 - 2025",1985,2.0100 New Zealand Dollar
"New Zealand, 1600 - 2025",1986,1.9063 New Zealand Dollar
"New Zealand, 1600 - 2025",1987,1.6855 New Zealand Dollar
"New Zealand, 1600 - 2025",1988,1.5253 New Zealand Dollar
"New Zealand, 1600 - 2025",1989,1.6724 New Zealand Dollar
"New Zealand, 1600 - 2025",1990,1.6773 New Zealand Dollar
"New Zealand, 1600 - 2025",1991,1.7291 New Zealand Dollar
"New Zealand, 1600 - 2025",1992,1.8590 New Zealand Dollar
"New Zealand, 1600 - 2025",1993,1.8475 New Zealand Dollar
"New Zealand, 1600 - 2025",1994,1.6847 New Zealand Dollar
"New Zealand, 1600 - 2025",1995,1.5238 New Zealand Dollar
"New Zealand, 1600 - 2025",1996,1.4542 New Zealand Dollar
"New Zealand, 1600 - 2025",1997,1.5095 New Zealand Dollar
"New Zealand, 1600 - 2025",1998,1.8653 New Zealand Dollar
"New Zealand, 1600 - 2025",1999,1.8889 New Zealand Dollar
"New Zealand, 1600 - 2025",2000,2.1891 New Zealand Dollar
"New Zealand, 1600 - 2025",2001,2.3798 New Zealand Dollar
"New Zealand, 1600 - 2025",2002,2.1529 New Zealand Dollar
"New Zealand, 1600 - 2025",2003,1.7176 New Zealand Dollar
"New Zealand, 1600 - 2025",2004,1.5053 New Zealand Dollar
"New Zealand, 1600 - 2025",2005,1.4186 New Zealand Dollar
"New Zealand, 1600 - 2025",2006,1.5404 New Zealand Dollar
"New Zealand, 1600 - 2025",2007,1.3578 New Zealand Dollar
"New Zealand, 1600 - 2025",2008,1.3984 New Zealand Dollar
"New Zealand, 1600 - 2025",2009,1.5728 New Zealand Dollar
"New Zealand, 1600 - 2025",2010,1.3858 New Zealand Dollar
"New Zealand, 1600 - 2025",2011,1.2630 New Zealand Dollar
"New Zealand, 1600 - 2025",2012,1.2338 New Zealand Dollar
"New Zealand, 1600 - 2025",2013,1.2189 New Zealand Dollar
"New Zealand, 1600 - 2025",2014,1.2029 New Zealand Dollar
"New Zealand, 1600 - 2025",2015,1.4284 New Zealand Dollar
"New Zealand, 1600 - 2025",2016,1.4365 New Zealand Dollar
"New Zealand, 1600 - 2025",2017,1.4074 New Zealand Dollar
"New Zealand, 1600 - 2025",2018,1.4453 New Zealand Dollar
"New Zealand, 1600 - 2025",2019,1.5269 New Zealand Dollar
"New Zealand, 1600 - 2025",2020,1.5400 New Zealand Dollar
"New Zealand, 1600 - 2025",2021,1.4138 New Zealand Dollar
"New Zealand, 1600 - 2025",2022,1.5772 New Zealand Dollar
"New Zealand, 1600 - 2025",2023,1.6289 New Zealand Dollar
"New Zealand, 1600 - 2025",2024,1.6536 New Zealand Dollar
,,
"Norway, 1600 - 2025",1915,3.8641 Kroner
"Norway, 1600 - 2025",1916,3.4931 Kroner
"Norway, 1600 - 2025",1917,3.2714 Kroner
"Norway, 1600 - 2025",1918,3.2423 Kroner
"Norway, 1600 - 2025",1919,4.0690 Kroner
"Norway, 1600 - 2025",1920,6.0496 Kroner
"Norway, 1600 - 2025",1921,6.7084 Kroner
"Norway, 1600 - 2025",1922,5.7138 Kroner
"Norway, 1600 - 2025",1923,5.9984 Kroner
"Norway, 1600 - 2025",1924,7.1734 Kroner
"Norway, 1600 - 2025",1925,5.5917 Kroner
"Norway, 1600 - 2025",1926,4.4773 Kroner
"Norway, 1600 - 2025",1927,3.8391 Kroner
"Norway, 1600 - 2025",1928,3.7471 Kroner
"Norway, 1600 - 2025",1929,3.7477 Kroner
"Norway, 1600 - 2025",1930,3.7370 Kroner
"Norway, 1600 - 2025",1931,3.9913 Kroner
"Norway, 1600 - 2025",1932,5.5544 Kroner
"Norway, 1600 - 2025",1933,4.6665 Kroner
"Norway, 1600 - 2025",1934,3.9501 Kroner
"Norway, 1600 - 2025",1935,4.0606 Kroner
"Norway, 1600 - 2025",1936,4.0042 Kroner
"Norway, 1600 - 2025",1937,4.0258 Kroner
"Norway, 1600 - 2025",1938,4.0707 Kroner
"Norway, 1600 - 2025",1939,4.3055 Kroner
"Norway, 1600 - 2025",1940,4.4035 Kroner
"Norway, 1600 - 2025",1946,4.9563 Kroner
"Norway, 1600 - 2025",1947,4.9603 Kroner
"Norway, 1600 - 2025",1948,4.9607 Kroner
"Norway, 1600 - 2025",1949,5.4111 Kroner
"Norway, 1600 - 2025",1950,7.1350 Kroner
"Norway, 1600 - 2025",1951,7.1350 Kroner
"Norway, 1600 - 2025",1952,7.1350 Kroner
"Norway, 1600 - 2025",1953,7.1350 Kroner
"Norway, 1600 - 2025",1954,7.1388 Kroner
"Norway, 1600 - 2025",1955,7.1388 Kroner
"Norway, 1600 - 2025",1956,7.1388 Kroner
"Norway, 1600 - 2025",1957,7.1388 Kroner
"Norway, 1600 - 2025",1958,7.1387 Kroner
"Norway, 1600 - 2025",1959,7.1288 Kroner
"Norway, 1600 - 2025",1960,7.1337 Kroner
"Norway, 1600 - 2025",1961,7.1429 Kroner
"Norway, 1600 - 2025",1962,7.1378 Kroner
"Norway, 1600 - 2025",1963,7.1495 Kroner
"Norway, 1600 - 2025",1964,7.1572 Kroner
"Norway, 1600 - 2025",1965,7.1505 Kroner
"Norway, 1600 - 2025",1966,7.1510 Kroner
"Norway, 1600 - 2025",1967,7.1505 Kroner
"Norway, 1600 - 2025",1968,7.1429 Kroner
"Norway, 1600 - 2025",1969,7.1444 Kroner
"Norway, 1600 - 2025",1970,7.1469 Kroner
"Norway, 1600 - 2025",1971,7.0398 Kroner
"Norway, 1600 - 2025",1972,6.5876 Kroner
"Norway, 1600 - 2025",1973,5.7451 Kroner
"Norway, 1600 - 2025",1974,5.5191 Kroner
"Norway, 1600 - 2025",1975,5.2138 Kroner
"Norway, 1600 - 2025",1976,5.4564 Kroner
"Norway, 1600 - 2025",1977,5.3223 Kroner
"Norway, 1600 - 2025",1978,5.2414 Kroner
"Norway, 1600 - 2025",1979,5.0650 Kroner
"Norway, 1600 - 2025",1980,4.9381 Kroner
"Norway, 1600 - 2025",1981,5.7430 Kroner
"Norway, 1600 - 2025",1982,6.4567 Kroner
"Norway, 1600 - 2025",1983,7.3012 Kroner
"Norway, 1600 - 2025",1984,8.1596 Kroner
"Norway, 1600 - 2025",1985,8.5933 Kroner
"Norway, 1600 - 2025",1986,7.3985 Kroner
"Norway, 1600 - 2025",1987,6.7409 Kroner
"Norway, 1600 - 2025",1988,6.5243 Kroner
"Norway, 1600 - 2025",1989,6.9131 Kroner
"Norway, 1600 - 2025",1990,6.2541 Kroner
"Norway, 1600 - 2025",1991,6.4912 Kroner
"Norway, 1600 - 2025",1992,6.2142 Kroner
"Norway, 1600 - 2025",1993,7.1009 Kroner
"Norway, 1600 - 2025",1994,7.0553 Kroner
"Norway, 1600 - 2025",1995,6.3355 Kroner
"Norway, 1600 - 2025",1996,6.4594 Kroner
"Norway, 1600 - 2025",1997,7.0857 Kroner
"Norway, 1600 - 2025",1998,7.5521 Kroner
"Norway, 1600 - 2025",1999,7.8071 Kroner
"Norway, 1600 - 2025",2000,8.8131 Kroner
"Norway, 1600 - 2025",2001,8.9964 Kroner
"Norway, 1600 - 2025",2002,7.9839 Kroner
"Norway, 1600 - 2025",2003,7.0803 Kroner
"Norway, 1600 - 2025",2004,6.7399 Kroner
"Norway, 1600 - 2025",2005,6.4412 Kroner
"Norway, 1600 - 2025",2006,6.4095 Kroner
"Norway, 1600 - 2025",2007,5.8557 Kroner
"Norway, 1600 - 2025",2008,5.6365 Kroner
"Norway, 1600 - 2025",2009,6.2908 Kroner
"Norway, 1600 - 2025",2010,6.0451 Kroner
"Norway, 1600 - 2025",2011,5.6020 Kroner
"Norway, 1600 - 2025",2012,5.8181 Kroner
"Norway, 1600 - 2025",2013,5.8772 Kroner
"Norway, 1600 - 2025",2014,6.2969 Kroner
"Norway, 1600 - 2025",2015,8.0681 Kroner
"Norway, 1600 - 2025",2016,8.4000 Kroner
"Norway, 1600 - 2025",2017,8.2717 Kroner
"Norway, 1600 - 2025",2018,8.1325 Kroner
"Norway, 1600 - 2025",2019,8.8000 Kroner
"Norway, 1600 - 2025",2020,9.4200 Kroner
"Norway, 1600 - 2025",2021,8.5900 Kroner
"Norway, 1600 - 2025",2022,9.6142 Kroner
"Norway, 1600 - 2025",2023,10.5633 Kroner
"Norway, 1600 - 2025",2024,10.7497 Kroner
,,
"Peru, 1600 - 2025",1948,16.1000 Soles
"Peru, 1600 - 2025",1949,14.8100 Soles
"Peru, 1600 - 2025",1950,14.9500 Soles
"Peru, 1600 - 2025",1951,15.2800 Soles
"Peru, 1600 - 2025",1952,15.6000 Soles
"Peru, 1600 - 2025",1953,19.8900 Soles
"Peru, 1600 - 2025",1954,19.0000 Soles
"Peru, 1600 - 2025",1955,19.0000 Soles
"Peru, 1600 - 2025",1956,19.0000 Soles
"Peru, 1600 - 2025",1957,19.0000 Soles
"Peru, 1600 - 2025",1958,23.8600 Soles
"Peru, 1600 - 2025",1959,27.9000 Soles
"Peru, 1600 - 2025",1960,27.2992 Soles
"Peru, 1600 - 2025",1961,26.8167 Soles
"Peru, 1600 - 2025",1962,26.8200 Soles
"Peru, 1600 - 2025",1963,26.8200 Soles
"Peru, 1600 - 2025",1964,26.8200 Soles
"Peru, 1600 - 2025",1965,26.8200 Soles
"Peru, 1600 - 2025",1966,26.8200 Soles
"Peru, 1600 - 2025",1967,30.2483 Soles
"Peru, 1600 - 2025",1968,38.7000 Soles
"Peru, 1600 - 2025",1969,38.7000 Soles
"Peru, 1600 - 2025",1970,38.7000 Soles
"Peru, 1600 - 2025",1971,38.7000 Soles
"Peru, 1600 - 2025",1972,38.7000 Soles
"Peru, 1600 - 2025",1973,38.7000 Soles
"Peru, 1600 - 2025",1974,38.7000 Soles
"Peru, 1600 - 2025",1975,40.3708 Soles
"Peru, 1600 - 2025",1976,55.7558 Soles
"Peru, 1600 - 2025",1977,84.2348 Soles
"Peru, 1600 - 2025",1978,156.3490 Soles
"Peru, 1600 - 2025",1979,224.7190 Soles
"Peru, 1600 - 2025",1980,288.8550 Soles
"Peru, 1600 - 2025",1981,422.3180 Soles
"Peru, 1600 - 2025",1982,697.5670 Soles
"Peru, 1600 - 2025",1983,1628.6300 Soles
"Peru, 1600 - 2025",1984,3466.8500 Soles
"Peru, 1600 - 2025",1985,10.9749 Intis
"Peru, 1600 - 2025",1986,13.9475 Intis
"Peru, 1600 - 2025",1987,16.8358 Intis
"Peru, 1600 - 2025",1988,128.8320 Intis
"Peru, 1600 - 2025",1989,2666.1900 Intis
"Peru, 1600 - 2025",1990,187886.0000 Intis
"Peru, 1600 - 2025",1991,0.7725 New Soles
"Peru, 1600 - 2025",1992,1.2458 New Soles
"Peru, 1600 - 2025",1993,1.9883 New Soles
"Peru, 1600 - 2025",1994,2.1950 New Soles
"Peru, 1600 - 2025",1995,2.2533 New Soles
"Peru, 1600 - 2025",1996,2.4533 New Soles
"Peru, 1600 - 2025",1997,2.6642 New Soles
"Peru, 1600 - 2025",1998,2.9300 New Soles
"Peru, 1600 - 2025",1999,3.3833 New Soles
"Peru, 1600 - 2025",2000,3.4900 New Soles
"Peru, 1600 - 2025",2001,3.5068 New Soles
"Peru, 1600 - 2025",2002,3.5165 New Soles
"Peru, 1600 - 2025",2003,3.4785 New Soles
"Peru, 1600 - 2025",2004,3.4132 New Soles
"Peru, 1600 - 2025",2005,3.2958 New Soles
"Peru, 1600 - 2025",2006,3.2744 New Soles
"Peru, 1600 - 2025",2007,3.1280 New Soles
"Peru, 1600 - 2025",2008,2.9244 New Soles
"Peru, 1600 - 2025",2009,3.0115 New Soles
"Peru, 1600 - 2025",2010,2.8251 New Soles
"Peru, 1600 - 2025",2011,2.7540 New Soles
"Peru, 1600 - 2025",2012,2.6380 New Soles
"Peru, 1600 - 2025",2013,2.7020 New Soles
"Peru, 1600 - 2025",2014,2.8400 New Soles
"Peru, 1600 - 2025",2015,3.1800 New Soles
"Peru, 1600 - 2025",2016,3.3266 New Soles
"Peru, 1600 - 2025",2017,3.2230 New Soles
"Peru, 1600 - 2025",2018,3.2900 New Soles
"Peru, 1600 - 2025",2019,3.3400 New Soles
"Peru, 1600 - 2025",2020,3.4900 New Soles
"Peru, 1600 - 2025",2021,3.8800 New Soles
"Peru, 1600 - 2025",2022,3.8340 New Soles
"Peru, 1600 - 2025",2023,3.7416 New Soles
"Peru, 1600 - 2025",2024,3.7538 New Soles
,,
"Philippines, 1600 - 2025",1948,2.000 Peso
"Philippines, 1600 - 2025",1949,2.000 Peso
"Philippines, 1600 - 2025",1950,2.000 Peso
"Philippines, 1600 - 2025",1951,2.000 Peso
"Philippines, 1600 - 2025",1952,2.000 Peso
"Philippines, 1600 - 2025",1953,2.000 Peso
"Philippines, 1600 - 2025",1954,2.000 Peso
"Philippines, 1600 - 2025",1955,2.000 Peso
"Philippines, 1600 - 2025",1956,2.000 Peso
"Philippines, 1600 - 2025",1957,2.000 Peso
"Philippines, 1600 - 2025",1958,2.000 Peso
"Philippines, 1600 - 2025",1959,2.000 Peso
"Philippines, 1600 - 2025",1960,2.015 Peso
"Philippines, 1600 - 2025",1961,2.020 Peso
"Philippines, 1600 - 2025",1962,3.728 Peso
"Philippines, 1600 - 2025",1963,3.910 Peso
"Philippines, 1600 - 2025",1964,3.910 Peso
"Philippines, 1600 - 2025",1965,3.909 Peso
"Philippines, 1600 - 2025",1966,3.900 Peso
"Philippines, 1600 - 2025",1967,3.900 Peso
"Philippines, 1600 - 2025",1968,3.900 Peso
"Philippines, 1600 - 2025",1969,3.900 Peso
"Philippines, 1600 - 2025",1970,5.904 Peso
"Philippines, 1600 - 2025",1971,6.432 Peso
"Philippines, 1600 - 2025",1972,6.675 Peso
"Philippines, 1600 - 2025",1973,6.756 Peso
"Philippines, 1600 - 2025",1974,6.788 Peso
"Philippines, 1600 - 2025",1975,7.248 Peso
"Philippines, 1600 - 2025",1976,7.440 Peso
"Philippines, 1600 - 2025",1977,7.403 Peso
"Philippines, 1600 - 2025",1978,7.366 Peso
"Philippines, 1600 - 2025",1979,7.378 Peso
"Philippines, 1600 - 2025",1980,7.511 Peso
"Philippines, 1600 - 2025",1981,7.900 Peso
"Philippines, 1600 - 2025",1982,8.540 Peso
"Philippines, 1600 - 2025",1983,11.113 Peso
"Philippines, 1600 - 2025",1984,16.699 Peso
"Philippines, 1600 - 2025",1985,18.607 Peso
"Philippines, 1600 - 2025",1986,20.386 Peso
"Philippines, 1600 - 2025",1987,20.568 Peso
"Philippines, 1600 - 2025",1988,21.095 Peso
"Philippines, 1600 - 2025",1989,21.737 Peso
"Philippines, 1600 - 2025",1990,24.311 Peso
"Philippines, 1600 - 2025",1991,27.479 Peso
"Philippines, 1600 - 2025",1992,25.512 Peso
"Philippines, 1600 - 2025",1993,27.120 Peso
"Philippines, 1600 - 2025",1994,26.417 Peso
"Philippines, 1600 - 2025",1995,25.715 Peso
"Philippines, 1600 - 2025",1996,26.216 Peso
"Philippines, 1600 - 2025",1997,29.471 Peso
"Philippines, 1600 - 2025",1998,40.893 Peso
"Philippines, 1600 - 2025",1999,39.089 Peso
"Philippines, 1600 - 2025",2000,44.192 Peso
"Philippines, 1600 - 2025",2001,50.993 Peso
"Philippines, 1600 - 2025",2002,51.604 Peso
"Philippines, 1600 - 2025",2003,54.203 Peso
"Philippines, 1600 - 2025",2004,56.040 Peso
"Philippines, 1600 - 2025",2005,55.086 Peso
"Philippines, 1600 - 2025",2006,51.314 Peso
"Philippines, 1600 - 2025",2007,46.148 Peso
"Philippines, 1600 - 2025",2008,44.323 Peso
"Philippines, 1600 - 2025",2009,47.680 Peso
"Philippines, 1600 - 2025",2010,45.110 Peso
"Philippines, 1600 - 2025",2011,43.313 Peso
"Philippines, 1600 - 2025",2012,42.229 Peso
"Philippines, 1600 - 2025",2013,42.446 Peso
"Philippines, 1600 - 2025",2014,44.395 Peso
"Philippines, 1600 - 2025",2015,45.500 Peso
"Philippines, 1600 - 2025",2016,47.492 Peso
"Philippines, 1600 - 2025",2017,50.404 Peso
"Philippines, 1600 - 2025",2018,52.661 Peso
"Philippines, 1600 - 2025",2019,51.800 Peso
"Philippines, 1600 - 2025",2020,49.620 Peso
"Philippines, 1600 - 2025",2021,49.255 Peso
"Philippines, 1600 - 2025",2022,54.478 Peso
"Philippines, 1600 - 2025",2023,55.630 Peso
