,country,year,exchange_rate,currency_name
1863,Malaysia,1976,2.5419,Ringgit
1864,Malaysia,1977,2.4618,Ringgit
1865,Malaysia,1978,2.3143,Ringgit
1866,Malaysia,1979,2.1721,Ringgit
1867,Malaysia,1980,2.1767,Ringgit
1868,Malaysia,1981,2.3048,Ringgit
1869,Malaysia,1982,2.3395,Ringgit
1870,Malaysia,1983,2.3204,Ringgit
1871,Malaysia,1984,2.3448,Ringgit
1872,Malaysia,1985,2.4806,Ringgit
1873,Malaysia,1986,2.5831,Ringgit
1874,Malaysia,1987,2.5186,Ringgit
1875,Malaysia,1988,2.6190,Ringgit
1876,Malaysia,1989,2.7079,Ringgit
1877,Malaysia,1990,2.7057,Ringgit
1878,Malaysia,1991,2.7503,Ringgit
1879,Malaysia,1992,2.5463,Ringgit
1880,Malaysia,1993,2.5738,Ringgit
1881,Malaysia,1994,2.6237,Ringgit
1882,Malaysia,1995,2.5073,Ringgit
1883,Malaysia,1996,2.5154,Ringgit
1884,Malaysia,1997,2.8173,Ringgit
1885,Malaysia,1998,3.9254,Ringgit
1886,Malaysia,1999,3.8000,Ringgit
1887,Malaysia,2000,3.8000,Ringgit
1888,Malaysia,2001,3.8000,Ringgit
1889,Malaysia,2002,3.8000,Ringgit
1890,Malaysia,2003,3.8000,Ringgit
1891,Malaysia,2004,3.8000,Ringgit
1892,Malaysia,2005,3.7869,Ringgit
1893,Malaysia,2006,3.6661,Ringgit
1894,Malaysia,2007,3.4354,Ringgit
1895,Malaysia,2008,3.3292,Ringgit
1896,Malaysia,2009,3.5231,Ringgit
1897,Malaysia,2010,3.2175,Ringgit
1898,Malaysia,2011,3.0564,Ringgit
1899,Malaysia,2012,3.0862,Ringgit
1900,Malaysia,2013,3.1488,Ringgit
1901,Malaysia,2014,3.2729,Ringgit
1902,Malaysia,2015,3.9100,Ringgit
1903,Malaysia,2016,3.2729,Ringgit
1904,Malaysia,2017,4.3004,Ringgit
1905,Malaysia,2018,4.0351,Ringgit
1906,Malaysia,2019,4.1400,Ringgit
1907,Malaysia,2020,4.2000,Ringgit
1908,Malaysia,2021,4.1433,Ringgit
1909,Malaysia,2022,4.4011,Ringgit
1910,Malaysia,2023,4.5606,Ringgit
1912,Mexico,1921,2.058,Old Pesos
1913,Mexico,1922,2.053,Old Pesos
1914,Mexico,1923,2.060,Old Pesos
1915,Mexico,1924,2.061,Old Pesos
1916,Mexico,1925,2.025,Old Pesos
1917,Mexico,1926,2.070,Old Pesos
1918,Mexico,1927,2.118,Old Pesos
1919,Mexico,1928,2.079,Old Pesos
1920,Mexico,1929,2.075,Old Pesos
1921,Mexico,1930,2.122,Old Pesos
1922,Mexico,1931,2.099,Old Pesos
1923,Mexico,1932,3.140,Old Pesos
1924,Mexico,1933,3.558,Old Pesos
1925,Mexico,1934,3.605,Old Pesos
1926,Mexico,1935,3.600,Old Pesos
1927,Mexico,1936,3.602,Old Pesos
1928,Mexico,1937,3.604,Old Pesos
1929,Mexico,1938,4.520,Old Pesos
1930,Mexico,1939,5.181,Old Pesos
1931,Mexico,1940,5.392,Old Pesos
1932,Mexico,1941,4.869,Old Pesos
1933,Mexico,1942,4.862,Old Pesos
1934,Mexico,1943,4.860,Old Pesos
1935,Mexico,1944,4.859,Old Pesos
1936,Mexico,1945,4.859,Old Pesos
1937,Mexico,1946,4.859,Old Pesos
1938,Mexico,1947,4.860,Old Pesos
1939,Mexico,1948,5.302,Old Pesos
1940,Mexico,1949,7.924,Old Pesos
1941,Mexico,1950,8.643,Old Pesos
1942,Mexico,1951,8.648,Old Pesos
1943,Mexico,1952,8.630,Old Pesos
1944,Mexico,1953,8.615,Old Pesos
1945,Mexico,1954,11.048,Old Pesos
1946,Mexico,1955,12.491,Old Pesos
1947,Mexico,1956,12.491,Old Pesos
1948,Mexico,1957,12.491,Old Pesos
1949,Mexico,1958,12.491,Old Pesos
1950,Mexico,1959,12.491,Old Pesos
1951,Mexico,1960,12.491,Old Pesos
1952,Mexico,1961,12.491,Old Pesos
1953,Mexico,1962,12.491,Old Pesos
1954,Mexico,1963,12.491,Old Pesos
1955,Mexico,1964,12.491,Old Pesos
1956,Mexico,1965,12.491,Old Pesos
1957,Mexico,1966,12.491,Old Pesos
1958,Mexico,1967,12.491,Old Pesos
1959,Mexico,1968,12.491,Old Pesos
1960,Mexico,1969,12.491,Old Pesos
1961,Mexico,1970,12.491,Old Pesos
1962,Mexico,1971,12.491,Old Pesos
1963,Mexico,1972,12.500,Old Pesos
1964,Mexico,1973,12.500,Old Pesos
1965,Mexico,1974,12.500,Old Pesos
1966,Mexico,1975,12.500,Old Pesos
1967,Mexico,1976,14.459,Old Pesos
1968,Mexico,1977,22.605,Old Pesos
1969,Mexico,1978,22.781,Old Pesos
1970,Mexico,1979,22.816,Old Pesos
1971,Mexico,1980,22.968,Old Pesos
1972,Mexico,1981,24.547,Old Pesos
1973,Mexico,1982,72.990,Old Pesos
1974,Mexico,1983,155.010,Old Pesos
1975,Mexico,1984,192.310,Old Pesos
1976,Mexico,1985,256.872,Old Pesos
1977,Mexico,1986,611.773,Old Pesos
1978,Mexico,1987,1378.180,Old Pesos
1979,Mexico,1988,2273.100,Old Pesos
1980,Mexico,1989,2461.470,Old Pesos
1981,Mexico,1990,2812.600,Old Pesos
1982,Mexico,1991,3018.430,Old Pesos
1983,Mexico,1992,3094.900,Old Pesos
1984,Mexico,1993,3.124,Pesos
1985,Mexico,1994,3.385,Pesos
1986,Mexico,1995,6.447,Pesos
1987,Mexico,1996,7.600,Pesos
1988,Mexico,1997,7.918,Pesos
1989,Mexico,1998,9.152,Pesos
1990,Mexico,1999,9.553,Pesos
1991,Mexico,2000,9.459,Pesos
1992,Mexico,2001,9.337,Pesos
1993,Mexico,2002,9.663,Pesos
1994,Mexico,2003,10.793,Pesos
1995,Mexico,2004,11.290,Pesos
1996,Mexico,2005,10.894,Pesos
1997,Mexico,2006,10.906,Pesos
1998,Mexico,2007,10.928,Pesos
1999,Mexico,2008,11.143,Pesos
2000,Mexico,2009,13.498,Pesos
2001,Mexico,2010,12.623,Pesos
2002,Mexico,2011,12.427,Pesos
2003,Mexico,2012,13.154,Pesos
2004,Mexico,2013,12.758,Pesos
2005,Mexico,2014,13.302,Pesos
2006,Mexico,2015,15.873,Peso
2007,Mexico,2016,18.664,Peso
2008,Mexico,2017,18.927,Peso
2009,Mexico,2018,19.244,Peso
2010,Mexico,2019,19.260,Peso
2011,Mexico,2020,21.490,Peso
2012,Mexico,2021,20.272,Peso
2013,Mexico,2022,20.127,Peso
2014,Mexico,2023,17.759,Peso
2015,Mexico,2024,18.273,Peso
2017,Netherlands,1913,2.4925,Guilder
2018,Netherlands,1914,2.4622,Guilder
2019,Netherlands,1915,2.4696,Guilder
2020,Netherlands,1916,2.3915,Guilder
2021,Netherlands,1917,2.3826,Guilder
2022,Netherlands,1918,2.1256,Guilder
2023,Netherlands,1919,2.5545,Guilder
2024,Netherlands,1920,2.9054,Guilder
2025,Netherlands,1921,2.9720,Guilder
2026,Netherlands,1922,2.5976,Guilder
2027,Netherlands,1923,2.5575,Guilder
2028,Netherlands,1924,2.6170,Guilder
2029,Netherlands,1925,2.4900,Guilder
2030,Netherlands,1926,2.4939,Guilder
2031,Netherlands,1927,2.4934,Guilder
2032,Netherlands,1928,2.4861,Guilder
2033,Netherlands,1929,2.4899,Guilder
2034,Netherlands,1930,2.4860,Guilder
2035,Netherlands,1931,2.4857,Guilder
2036,Netherlands,1932,2.4817,Guilder
2037,Netherlands,1933,1.9334,Guilder
2038,Netherlands,1934,1.4841,Guilder
2039,Netherlands,1935,1.4768,Guilder
2040,Netherlands,1936,1.5509,Guilder
2041,Netherlands,1937,1.8167,Guilder
2042,Netherlands,1938,1.8179,Guilder
2043,Netherlands,1939,1.8749,Guilder
2044,Netherlands,1940,1.8822,Guilder
2045,Netherlands,1945,2.6362,Guilder
2046,Netherlands,1946,2.6446,Guilder
2047,Netherlands,1947,2.6483,Guilder
2048,Netherlands,1948,2.6548,Guilder
2049,Netherlands,1949,2.8962,Guilder
2050,Netherlands,1950,3.8092,Guilder
2051,Netherlands,1951,3.8075,Guilder
2052,Netherlands,1952,3.8002,Guilder
2053,Netherlands,1953,3.7965,Guilder
2054,Netherlands,1954,3.7907,Guilder
2055,Netherlands,1955,3.8124,Guilder
2056,Netherlands,1956,3.8295,Guilder
2057,Netherlands,1957,3.8211,Guilder
2058,Netherlands,1958,3.7852,Guilder
2059,Netherlands,1959,3.7747,Guilder
2060,Netherlands,1960,3.7718,Guilder
2061,Netherlands,1961,3.6291,Guilder
2062,Netherlands,1962,3.6029,Guilder
2063,Netherlands,1963,3.6010,Guilder
2064,Netherlands,1964,3.6070,Guilder
2065,Netherlands,1965,3.6005,Guilder
2066,Netherlands,1966,3.6193,Guilder
2067,Netherlands,1967,3.6024,Guilder
2068,Netherlands,1968,3.6198,Guilder
2069,Netherlands,1969,3.6242,Guilder
2070,Netherlands,1970,3.6165,Guilder
2071,Netherlands,1971,3.4904,Guilder
2072,Netherlands,1972,3.2100,Guilder
2073,Netherlands,1973,2.7795,Guilder
2074,Netherlands,1974,2.6833,Guilder
2075,Netherlands,1975,2.5232,Guilder
2076,Netherlands,1976,2.6423,Guilder
2077,Netherlands,1977,2.4539,Guilder
2078,Netherlands,1978,2.1606,Guilder
2079,Netherlands,1979,2.0072,Guilder
2080,Netherlands,1980,1.9875,Guilder
2081,Netherlands,1981,2.4998,Guilder
2082,Netherlands,1982,2.6719,Guilder
2083,Netherlands,1983,2.8543,Guilder
2084,Netherlands,1984,3.2083,Guilder
2085,Netherlands,1985,3.3184,Guilder
2086,Netherlands,1986,2.4485,Guilder
2087,Netherlands,1987,2.0264,Guilder
2088,Netherlands,1988,1.9778,Guilder
2089,Netherlands,1989,2.1219,Guilder
2090,Netherlands,1990,1.8215,Guilder
2091,Netherlands,1991,1.8720,Guilder
2092,Netherlands,1992,1.7587,Guilder
2093,Netherlands,1993,1.8585,Guilder
2094,Netherlands,1994,1.8190,Guilder
2095,Netherlands,1995,1.6044,Guilder
2096,Netherlands,1996,1.6863,Guilder
2097,Netherlands,1997,1.9525,Guilder
2098,Netherlands,1998,1.9837,Guilder
2099,Netherlands,1999,2.3476,Guilder
2101,New Zealand,1928,0.2064,New Zealand Pounds
2102,New Zealand,1929,0.2069,New Zealand Pounds
2103,New Zealand,1930,0.2136,New Zealand Pounds
2104,New Zealand,1931,0.2408,New Zealand Pounds
2105,New Zealand,1932,0.3123,New Zealand Pounds
2106,New Zealand,1933,0.2941,New Zealand Pounds
2107,New Zealand,1934,0.2485,New Zealand Pounds
2108,New Zealand,1935,0.2556,New Zealand Pounds
2109,New Zealand,1936,0.2507,New Zealand Pounds
2110,New Zealand,1937,0.2519,New Zealand Pounds
2111,New Zealand,1938,0.2549,New Zealand Pounds
2112,New Zealand,1939,0.2818,New Zealand Pounds
2113,New Zealand,1940,0.3264,New Zealand Pounds
2114,New Zealand,1941,0.3100,New Zealand Pounds
2115,New Zealand,1942,0.3098,New Zealand Pounds
2116,New Zealand,1943,0.3084,New Zealand Pounds
2117,New Zealand,1944,0.3082,New Zealand Pounds
2118,New Zealand,1945,0.3092,New Zealand Pounds
2119,New Zealand,1946,0.3100,New Zealand Pounds
2120,New Zealand,1947,0.3103,New Zealand Pounds
2121,New Zealand,1948,0.2853,New Zealand Pounds
2122,New Zealand,1949,0.2739,New Zealand Pounds
2123,New Zealand,1950,0.3606,New Zealand Pounds
2124,New Zealand,1951,0.3608,New Zealand Pounds
2125,New Zealand,1952,0.3617,New Zealand Pounds
2126,New Zealand,1953,0.3591,New Zealand Pounds
2127,New Zealand,1954,0.3596,New Zealand Pounds
2128,New Zealand,1955,0.3618,New Zealand Pounds
2129,New Zealand,1956,0.3613,New Zealand Pounds
2130,New Zealand,1957,0.3616,New Zealand Pounds
2131,New Zealand,1958,0.3595,New Zealand Pounds
2132,New Zealand,1959,0.3596,New Zealand Pounds
2133,New Zealand,1960,0.3597,New Zealand Pounds
2134,New Zealand,1961,0.3604,New Zealand Pounds
2135,New Zealand,1962,0.3597,New Zealand Pounds
2136,New Zealand,1963,0.3607,New Zealand Pounds
2137,New Zealand,1964,0.3617,New Zealand Pounds
2138,New Zealand,1965,0.3612,New Zealand Pounds
2139,New Zealand,1966,0.3616,New Zealand Pounds
2140,New Zealand,1967,0.3696,New Zealand Pounds
2141,New Zealand,1968,0.8979,New Zealand Dollar
2142,New Zealand,1969,0.8992,New Zealand Dollar
2143,New Zealand,1970,0.8970,New Zealand Dollar
2144,New Zealand,1971,0.8794,New Zealand Dollar
2145,New Zealand,1972,0.8379,New Zealand Dollar
2146,New Zealand,1973,0.7351,New Zealand Dollar
2147,New Zealand,1974,0.6666,New Zealand Dollar
2148,New Zealand,1975,0.8254,New Zealand Dollar
2149,New Zealand,1976,1.0089,New Zealand Dollar
2150,New Zealand,1977,1.0321,New Zealand Dollar
2151,New Zealand,1978,0.9649,New Zealand Dollar
2152,New Zealand,1979,0.9782,New Zealand Dollar
2153,New Zealand,1980,1.0273,New Zealand Dollar
2154,New Zealand,1981,1.1514,New Zealand Dollar
2155,New Zealand,1982,1.3315,New Zealand Dollar
2156,New Zealand,1983,1.4972,New Zealand Dollar
2157,New Zealand,1984,1.7290,New Zealand Dollar
2158,New Zealand,1985,2.0100,New Zealand Dollar
2159,New Zealand,1986,1.9063,New Zealand Dollar
2160,New Zealand,1987,1.6855,New Zealand Dollar
2161,New Zealand,1988,1.5253,New Zealand Dollar
2162,New Zealand,1989,1.6724,New Zealand Dollar
2163,New Zealand,1990,1.6773,New Zealand Dollar
2164,New Zealand,1991,1.7291,New Zealand Dollar
2165,New Zealand,1992,1.8590,New Zealand Dollar
2166,New Zealand,1993,1.8475,New Zealand Dollar
2167,New Zealand,1994,1.6847,New Zealand Dollar
2168,New Zealand,1995,1.5238,New Zealand Dollar
2169,New Zealand,1996,1.4542,New Zealand Dollar
2170,New Zealand,1997,1.5095,New Zealand Dollar
2171,New Zealand,1998,1.8653,New Zealand Dollar
2172,New Zealand,1999,1.8889,New Zealand Dollar
2173,New Zealand,2000,2.1891,New Zealand Dollar
2174,New Zealand,2001,2.3798,New Zealand Dollar
2175,New Zealand,2002,2.1529,New Zealand Dollar
2176,New Zealand,2003,1.7176,New Zealand Dollar
2177,New Zealand,2004,1.5053,New Zealand Dollar
2178,New Zealand,2005,1.4186,New Zealand Dollar
2179,New Zealand,2006,1.5404,New Zealand Dollar
2180,New Zealand,2007,1.3578,New Zealand Dollar
2181,New Zealand,2008,1.3984,New Zealand Dollar
2182,New Zealand,2009,1.5728,New Zealand Dollar
2183,New Zealand,2010,1.3858,New Zealand Dollar
2184,New Zealand,2011,1.2630,New Zealand Dollar
2185,New Zealand,2012,1.2338,New Zealand Dollar
2186,New Zealand,2013,1.2189,New Zealand Dollar
2187,New Zealand,2014,1.2029,New Zealand Dollar
2188,New Zealand,2015,1.4284,New Zealand Dollar
2189,New Zealand,2016,1.4365,New Zealand Dollar
2190,New Zealand,2017,1.4074,New Zealand Dollar
2191,New Zealand,2018,1.4453,New Zealand Dollar
2192,New Zealand,2019,1.5269,New Zealand Dollar
2193,New Zealand,2020,1.5400,New Zealand Dollar
2194,New Zealand,2021,1.4138,New Zealand Dollar
2195,New Zealand,2022,1.5772,New Zealand Dollar
2196,New Zealand,2023,1.6289,New Zealand Dollar
2197,New Zealand,2024,1.6536,New Zealand Dollar
2199,Norway,1915,3.8641,Kroner
2200,Norway,1916,3.4931,Kroner
2201,Norway,1917,3.2714,Kroner
2202,Norway,1918,3.2423,Kroner
2203,Norway,1919,4.0690,Kroner
2204,Norway,1920,6.0496,Kroner
2205,Norway,1921,6.7084,Kroner
2206,Norway,1922,5.7138,Kroner
2207,Norway,1923,5.9984,Kroner
2208,Norway,1924,7.1734,Kroner
2209,Norway,1925,5.5917,Kroner
2210,Norway,1926,4.4773,Kroner
2211,Norway,1927,3.8391,Kroner
2212,Norway,1928,3.7471,Kroner
2213,Norway,1929,3.7477,Kroner
2214,Norway,1930,3.7370,Kroner
2215,Norway,1931,3.9913,Kroner
2216,Norway,1932,5.5544,Kroner
2217,Norway,1933,4.6665,Kroner
2218,Norway,1934,3.9501,Kroner
2219,Norway,1935,4.0606,Kroner
2220,Norway,1936,4.0042,Kroner
2221,Norway,1937,4.0258,Kroner
2222,Norway,1938,4.0707,Kroner
2223,Norway,1939,4.3055,Kroner
2224,Norway,1940,4.4035,Kroner
2225,Norway,1946,4.9563,Kroner
2226,Norway,1947,4.9603,Kroner
2227,Norway,1948,4.9607,Kroner
2228,Norway,1949,5.4111,Kroner
2229,Norway,1950,7.1350,Kroner
2230,Norway,1951,7.1350,Kroner
2231,Norway,1952,7.1350,Kroner
2232,Norway,1953,7.1350,Kroner
2233,Norway,1954,7.1388,Kroner
2234,Norway,1955,7.1388,Kroner
2235,Norway,1956,7.1388,Kroner
2236,Norway,1957,7.1388,Kroner
2237,Norway,1958,7.1387,Kroner
2238,Norway,1959,7.1288,Kroner
2239,Norway,1960,7.1337,Kroner
2240,Norway,1961,7.1429,Kroner
2241,Norway,1962,7.1378,Kroner
2242,Norway,1963,7.1495,Kroner
2243,Norway,1964,7.1572,Kroner
2244,Norway,1965,7.1505,Kroner
2245,Norway,1966,7.1510,Kroner
2246,Norway,1967,7.1505,Kroner
2247,Norway,1968,7.1429,Kroner
2248,Norway,1969,7.1444,Kroner
2249,Norway,1970,7.1469,Kroner
2250,Norway,1971,7.0398,Kroner
2251,Norway,1972,6.5876,Kroner
2252,Norway,1973,5.7451,Kroner
2253,Norway,1974,5.5191,Kroner
2254,Norway,1975,5.2138,Kroner
2255,Norway,1976,5.4564,Kroner
2256,Norway,1977,5.3223,Kroner
2257,Norway,1978,5.2414,Kroner
2258,Norway,1979,5.0650,Kroner
2259,Norway,1980,4.9381,Kroner
2260,Norway,1981,5.7430,Kroner
2261,Norway,1982,6.4567,Kroner
2262,Norway,1983,7.3012,Kroner
2263,Norway,1984,8.1596,Kroner
2264,Norway,1985,8.5933,Kroner
2265,Norway,1986,7.3985,Kroner
2266,Norway,1987,6.7409,Kroner
2267,Norway,1988,6.5243,Kroner
2268,Norway,1989,6.9131,Kroner
2269,Norway,1990,6.2541,Kroner
2270,Norway,1991,6.4912,Kroner
2271,Norway,1992,6.2142,Kroner
2272,Norway,1993,7.1009,Kroner
2273,Norway,1994,7.0553,Kroner
2274,Norway,1995,6.3355,Kroner
2275,Norway,1996,6.4594,Kroner
2276,Norway,1997,7.0857,Kroner
2277,Norway,1998,7.5521,Kroner
2278,Norway,1999,7.8071,Kroner
2279,Norway,2000,8.8131,Kroner
2280,Norway,2001,8.9964,Kroner
2281,Norway,2002,7.9839,Kroner
2282,Norway,2003,7.0803,Kroner
2283,Norway,2004,6.7399,Kroner
2284,Norway,2005,6.4412,Kroner
2285,Norway,2006,6.4095,Kroner
2286,Norway,2007,5.8557,Kroner
2287,Norway,2008,5.6365,Kroner
2288,Norway,2009,6.2908,Kroner
2289,Norway,2010,6.0451,Kroner
2290,Norway,2011,5.6020,Kroner
2291,Norway,2012,5.8181,Kroner
2292,Norway,2013,5.8772,Kroner
2293,Norway,2014,6.2969,Kroner
2294,Norway,2015,8.0681,Kroner
2295,Norway,2016,8.4000,Kroner
2296,Norway,2017,8.2717,Kroner
2297,Norway,2018,8.1325,Kroner
2298,Norway,2019,8.8000,Kroner
2299,Norway,2020,9.4200,Kroner
2300,Norway,2021,8.5900,Kroner
2301,Norway,2022,9.6142,Kroner
2302,Norway,2023,10.5633,Kroner
2303,Norway,2024,10.7497,Kroner
2305,Peru,1948,16.1000,Soles
2306,Peru,1949,14.8100,Soles
2307,Peru,1950,14.9500,Soles
2308,Peru,1951,15.2800,Soles
2309,Peru,1952,15.6000,Soles
2310,Peru,1953,19.8900,Soles
2311,Peru,1954,19.0000,Soles
2312,Peru,1955,19.0000,Soles
2313,Peru,1956,19.0000,Soles
2314,Peru,1957,19.0000,Soles
2315,Peru,1958,23.8600,Soles
2316,Peru,1959,27.9000,Soles
2317,Peru,1960,27.2992,Soles
2318,Peru,1961,26.8167,Soles
2319,Peru,1962,26.8200,Soles
2320,Peru,1963,26.8200,Soles
2321,Peru,1964,26.8200,Soles
2322,Peru,1965,26.8200,Soles
2323,Peru,1966,26.8200,Soles
2324,Peru,1967,30.2483,Soles
2325,Peru,1968,38.7000,Soles
2326,Peru,1969,38.7000,Soles
2327,Peru,1970,38.7000,Soles
2328,Peru,1971,38.7000,Soles
2329,Peru,1972,38.7000,Soles
2330,Peru,1973,38.7000,Soles
2331,Peru,1974,38.7000,Soles
2332,Peru,1975,40.3708,Soles
2333,Peru,1976,55.7558,Soles
2334,Peru,1977,84.2348,Soles
2335,Peru,1978,156.3490,Soles
2336,Peru,1979,224.7190,Soles
2337,Peru,1980,288.8550,Soles
2338,Peru,1981,422.3180,Soles
2339,Peru,1982,697.5670,Soles
2340,Peru,1983,1628.6300,Soles
2341,Peru,1984,3466.8500,Soles
2342,Peru,1985,10.9749,Intis
2343,Peru,1986,13.9475,Intis
2344,Peru,1987,16.8358,Intis
2345,Peru,1988,128.8320,Intis
2346,Peru,1989,2666.1900,Intis
2347,Peru,1990,187886.0000,Intis
2348,Peru,1991,0.7725,New Soles
2349,Peru,1992,1.2458,New Soles
2350,Peru,1993,1.9883,New Soles
2351,Peru,1994,2.1950,New Soles
2352,Peru,1995,2.2533,New Soles
2353,Peru,1996,2.4533,New Soles
2354,Peru,1997,2.6642,New Soles
2355,Peru,1998,2.9300,New Soles
2356,Peru,1999,3.3833,New Soles
2357,Peru,2000,3.4900,New Soles
2358,Peru,2001,3.5068,New Soles
2359,Peru,2002,3.5165,New Soles
2360,Peru,2003,3.4785,New Soles
2361,Peru,2004,3.4132,New Soles
2362,Peru,2005,3.2958,New Soles
2363,Peru,2006,3.2744,New Soles
2364,Peru,2007,3.1280,New Soles
2365,Peru,2008,2.9244,New Soles
2366,Peru,2009,3.0115,New Soles
2367,Peru,2010,2.8251,New Soles
2368,Peru,2011,2.7540,New Soles
2369,Peru,2012,2.6380,New Soles
2370,Peru,2013,2.7020,New Soles
2371,Peru,2014,2.8400,New Soles
2372,Peru,2015,3.1800,New Soles
2373,Peru,2016,3.3266,New Soles
2374,Peru,2017,3.2230,New Soles
2375,Peru,2018,3.2900,New Soles
2376,Peru,2019,3.3400,New Soles
2377,Peru,2020,3.4900,New Soles
2378,Peru,2021,3.8800,New Soles
2379,Peru,2022,3.8340,New Soles
2380,Peru,2023,3.7416,New Soles
2381,Peru,2024,3.7538,New Soles
2383,Philippines,1948,2.000,Peso
2384,Philippines,1949,2.000,Peso
2385,Philippines,1950,2.000,Peso
2386,Philippines,1951,2.000,Peso
2387,Philippines,1952,2.000,Peso
2388,Philippines,1953,2.000,Peso
2389,Philippines,1954,2.000,Peso
2390,Philippines,1955,2.000,Peso
2391,Philippines,1956,2.000,Peso
2392,Philippines,1957,2.000,Peso
2393,Philippines,1958,2.000,Peso
2394,Philippines,1959,2.000,Peso
2395,Philippines,1960,2.015,Peso
2396,Philippines,1961,2.020,Peso
2397,Philippines,1962,3.728,Peso
2398,Philippines,1963,3.910,Peso
2399,Philippines,1964,3.910,Peso
2400,Philippines,1965,3.909,Peso
2401,Philippines,1966,3.900,Peso
2402,Philippines,1967,3.900,Peso
2403,Philippines,1968,3.900,Peso
2404,Philippines,1969,3.900,Peso
2405,Philippines,1970,5.904,Peso
2406,Philippines,1971,6.432,Peso
2407,Philippines,1972,6.675,Peso
2408,Philippines,1973,6.756,Peso
2409,Philippines,1974,6.788,Peso
2410,Philippines,1975,7.248,Peso
2411,Philippines,1976,7.440,Peso
2412,Philippines,1977,7.403,Peso
2413,Philippines,1978,7.366,Peso
2414,Philippines,1979,7.378,Peso
2415,Philippines,1980,7.511,Peso
2416,Philippines,1981,7.900,Peso
2417,Philippines,1982,8.540,Peso
2418,Philippines,1983,11.113,Peso
2419,Philippines,1984,16.699,Peso
2420,Philippines,1985,18.607,Peso
2421,Philippines,1986,20.386,Peso
2422,Philippines,1987,20.568,Peso
2423,Philippines,1988,21.095,Peso
2424,Philippines,1989,21.737,Peso
2425,Philippines,1990,24.311,Peso
2426,Philippines,1991,27.479,Peso
2427,Philippines,1992,25.512,Peso
2428,Philippines,1993,27.120,Peso
2429,Philippines,1994,26.417,Peso
2430,Philippines,1995,25.715,Peso
2431,Philippines,1996,26.216,Peso
2432,Philippines,1997,29.471,Peso
2433,Philippines,1998,40.893,Peso
2434,Philippines,1999,39.089,Peso
2435,Philippines,2000,44.192,Peso
2436,Philippines,2001,50.993,Peso
2437,Philippines,2002,51.604,Peso
2438,Philippines,2003,54.203,Peso
2439,Philippines,2004,56.040,Peso
2440,Philippines,2005,55.086,Peso
2441,Philippines,2006,51.314,Peso
2442,Philippines,2007,46.148,Peso
2443,Philippines,2008,44.323,Peso
2444,Philippines,2009,47.680,Peso
2445,Philippines,2010,45.110,Peso
2446,Philippines,2011,43.313,Peso
2447,Philippines,2012,42.229,Peso
2448,Philippines,2013,42.446,Peso
2449,Philippines,2014,44.395,Peso
2450,Philippines,2015,45.500,Peso
2451,Philippines,2016,47.492,Peso
2452,Philippines,2017,50.404,Peso
2453,Philippines,2018,52.661,Peso
2454,Philippines,2019,51.800,Peso
2455,Philippines,2020,49.620,Peso
2456,Philippines,2021,49.255,Peso
2457,Philippines,2022,54.478,Peso
2458,Philippines,2023,55.630,Peso
2459,Philippines,2024,57.291,Peso
2461,Portugal,1916,1.4596,Escudo
2462,Portugal,1917,1.5067,Escudo
2463,Portugal,1918,1.5744,Escudo
2464,Portugal,1921,10.0231,Escudo
2465,Portugal,1922,14.9925,Escudo
2466,Portugal,1923,23.5145,Escudo
2467,Portugal,1924,29.5421,Escudo
2468,Portugal,1925,19.8425,Escudo
2469,Portugal,1926,19.5107,Escudo
2470,Portugal,1927,19.8847,Escudo
2471,Portugal,1928,22.3839,Escudo
2472,Portugal,1929,22.3644,Escudo
2473,Portugal,1930,22.2519,Escudo
2474,Portugal,1931,23.5655,Escudo
2475,Portugal,1932,31.2891,Escudo
2476,Portugal,1933,25.5330,Escudo
2477,Portugal,1934,21.6972,Escudo
2478,Portugal,1935,22.4341,Escudo
2479,Portugal,1936,22.1582,Escudo
2480,Portugal,1937,22.3254,Escudo
2481,Portugal,1938,22.5902,Escudo
2482,Portugal,1939,24.7678,Escudo
2483,Portugal,1940,26.9469,Escudo
2484,Portugal,1941,24.9856,Escudo
2485,Portugal,1946,24.6907,Escudo
2486,Portugal,1947,24.8305,Escudo
2487,Portugal,1948,24.8861,Escudo
2488,Portugal,1949,25.7732,Escudo
2489,Portugal,1950,28.8151,Escudo
2490,Portugal,1951,28.7861,Escudo
2491,Portugal,1952,28.6919,Escudo
2492,Portugal,1953,28.6640,Escudo
2493,Portugal,1954,28.6533,Escudo
2494,Portugal,1955,28.6533,Escudo
2495,Portugal,1956,28.6533,Escudo
2496,Portugal,1957,28.6533,Escudo
2497,Portugal,1958,28.6533,Escudo
2498,Portugal,1959,28.5984,Escudo
2499,Portugal,1960,28.6229,Escudo
2500,Portugal,1961,28.6459,Escudo
2501,Portugal,1962,28.5829,Escudo
2502,Portugal,1963,28.6607,Escudo
2503,Portugal,1964,28.7356,Escudo
2504,Portugal,1965,28.7117,Escudo
2505,Portugal,1966,28.7150,Escudo
2506,Portugal,1967,28.7488,Escudo
2507,Portugal,1968,28.6829,Escudo
2508,Portugal,1969,28.5608,Escudo
2509,Portugal,1970,28.5894,Escudo
2510,Portugal,1971,28.2040,Escudo
2511,Portugal,1972,27.0102,Escudo
2512,Portugal,1973,24.3427,Escudo
2513,Portugal,1974,25.3126,Escudo
2514,Portugal,1975,25.4544,Escudo
