,country,year,exchange_rate,currency_name
1201,Greece,1940,148.9200,Old Drachmas
1202,Greece,1982,66.8720,Drachmas
1203,Greece,1983,87.8950,Drachmas
1204,Greece,1984,112.7300,Drachmas
1205,Greece,1985,138.4000,Drachmas
1206,Greece,1986,139.9300,Drachmas
1207,Greece,1987,135.4700,Drachmas
1208,Greece,1988,142.0000,Drachmas
1209,Greece,1989,162.6000,Drachmas
1210,Greece,1990,158.5900,Drachmas
1211,Greece,1991,182.6300,Drachmas
1212,Greece,1992,190.8100,Drachmas
1213,Greece,1993,229.6400,Drachmas
1214,Greece,1994,242.5000,Drachmas
1215,Greece,1995,231.6800,Drachmas
1216,Greece,1996,240.8200,Drachmas
1217,Greece,1997,273.2800,Drachmas
1218,Greece,1998,295.7000,Drachmas
1219,Greece,1999,306.3000,Drachmas
1221,Hong Kong,1916,1.9530,Hong Kong Dollars
1222,Hong Kong,1917,1.5604,Hong Kong Dollars
1223,Hong Kong,1918,1.2733,Hong Kong Dollars
1224,Hong Kong,1921,1.9126,Hong Kong Dollars
1225,Hong Kong,1922,1.7949,Hong Kong Dollars
1226,Hong Kong,1923,1.8904,Hong Kong Dollars
1227,Hong Kong,1924,1.9059,Hong Kong Dollars
1228,Hong Kong,1925,1.7693,Hong Kong Dollars
1229,Hong Kong,1926,1.8752,Hong Kong Dollars
1230,Hong Kong,1927,2.0322,Hong Kong Dollars
1231,Hong Kong,1928,1.9971,Hong Kong Dollars
1232,Hong Kong,1929,2.1201,Hong Kong Dollars
1233,Hong Kong,1930,2.9539,Hong Kong Dollars
1234,Hong Kong,1931,4.1101,Hong Kong Dollars
1235,Hong Kong,1932,4.2625,Hong Kong Dollars
1236,Hong Kong,1933,3.3954,Hong Kong Dollars
1237,Hong Kong,1934,2.5829,Hong Kong Dollars
1238,Hong Kong,1935,2.0739,Hong Kong Dollars
1239,Hong Kong,1936,3.1535,Hong Kong Dollars
1240,Hong Kong,1937,3.2579,Hong Kong Dollars
1241,Hong Kong,1938,3.2833,Hong Kong Dollars
1242,Hong Kong,1939,3.6424,Hong Kong Dollars
1243,Hong Kong,1940,4.3557,Hong Kong Dollars
1244,Hong Kong,1941,4.0663,Hong Kong Dollars
1245,Hong Kong,1981,5.5678,Hong Kong Dollars
1246,Hong Kong,1982,6.0697,Hong Kong Dollars
1247,Hong Kong,1983,7.2569,Hong Kong Dollars
1248,Hong Kong,1984,7.8188,Hong Kong Dollars
1249,Hong Kong,1985,7.7911,Hong Kong Dollars
1250,Hong Kong,1986,7.8038,Hong Kong Dollars
1251,Hong Kong,1987,7.7986,Hong Kong Dollars
1252,Hong Kong,1988,7.8072,Hong Kong Dollars
1253,Hong Kong,1989,7.8008,Hong Kong Dollars
1254,Hong Kong,1990,7.7899,Hong Kong Dollars
1255,Hong Kong,1991,7.7712,Hong Kong Dollars
1256,Hong Kong,1992,7.7402,Hong Kong Dollars
1257,Hong Kong,1993,7.7357,Hong Kong Dollars
1258,Hong Kong,1994,7.7290,Hong Kong Dollars
1259,Hong Kong,1995,7.7357,Hong Kong Dollars
1260,Hong Kong,1996,7.7345,Hong Kong Dollars
1261,Hong Kong,1997,7.7431,Hong Kong Dollars
1262,Hong Kong,1998,7.7467,Hong Kong Dollars
1263,Hong Kong,1999,7.7594,Hong Kong Dollars
1264,Hong Kong,2000,7.7924,Hong Kong Dollars
1265,Hong Kong,2001,7.7997,Hong Kong Dollars
1266,Hong Kong,2002,7.7996,Hong Kong Dollars
1267,Hong Kong,2003,7.7875,Hong Kong Dollars
1268,Hong Kong,2004,7.7891,Hong Kong Dollars
1269,Hong Kong,2005,7.7775,Hong Kong Dollars
1270,Hong Kong,2006,7.7681,Hong Kong Dollars
1271,Hong Kong,2007,7.8016,Hong Kong Dollars
1272,Hong Kong,2008,7.7862,Hong Kong Dollars
1273,Hong Kong,2009,7.7514,Hong Kong Dollars
1274,Hong Kong,2010,7.7687,Hong Kong Dollars
1275,Hong Kong,2011,7.7840,Hong Kong Dollars
1276,Hong Kong,2012,7.7569,Hong Kong Dollars
1277,Hong Kong,2013,7.7565,Hong Kong Dollars
1278,Hong Kong,2014,7.7545,Hong Kong Dollars
1279,Hong Kong,2015,7.7524,Hong Kong Dollars
1280,Hong Kong,2016,7.7623,Hong Kong Dollars
1281,Hong Kong,2017,7.7933,Hong Kong Dollars
1282,Hong Kong,2018,7.8385,Hong Kong Dollars
1283,Hong Kong,2019,7.8400,Hong Kong Dollars
1284,Hong Kong,2020,7.7600,Hong Kong Dollars
1285,Hong Kong,2021,7.7732,Hong Kong Dollars
1286,Hong Kong,2022,7.8314,Hong Kong Dollars
1287,Hong Kong,2023,7.8296,Hong Kong Dollars
1288,Hong Kong,2024,7.8030,Hong Kong Dollars
1290,India,1916,3.04,Rupee
1291,India,1917,2.92,Rupee
1292,India,1918,2.72,Rupee
1293,India,1919,2.48,Rupee
1294,India,1920,2.57,Rupee
1295,India,1921,3.81,Rupee
1296,India,1922,3.48,Rupee
1297,India,1923,3.21,Rupee
1298,India,1924,3.15,Rupee
1299,India,1925,2.76,Rupee
1300,India,1926,2.75,Rupee
1301,India,1927,2.75,Rupee
1302,India,1928,2.74,Rupee
1303,India,1929,2.76,Rupee
1304,India,1930,2.77,Rupee
1305,India,1931,2.97,Rupee
1306,India,1932,3.80,Rupee
1307,India,1933,3.14,Rupee
1308,India,1934,2.64,Rupee
1309,India,1935,2.71,Rupee
1310,India,1936,2.67,Rupee
1311,India,1937,2.68,Rupee
1312,India,1938,2.73,Rupee
1313,India,1939,3.00,Rupee
1314,India,1940,3.32,Rupee
1315,India,1941,3.32,Rupee
1316,India,1942,3.32,Rupee
1317,India,1943,3.32,Rupee
1318,India,1944,3.32,Rupee
1319,India,1945,3.32,Rupee
1320,India,1946,3.32,Rupee
1321,India,1947,3.32,Rupee
1322,India,1948,3.31,Rupee
1323,India,1949,3.61,Rupee
1324,India,1950,4.79,Rupee
1325,India,1951,4.79,Rupee
1326,India,1952,4.78,Rupee
1327,India,1953,4.75,Rupee
1328,India,1954,4.76,Rupee
1329,India,1955,4.79,Rupee
1330,India,1956,4.78,Rupee
1331,India,1957,4.78,Rupee
1332,India,1958,4.75,Rupee
1333,India,1959,4.75,Rupee
1334,India,1960,4.77,Rupee
1335,India,1961,4.77,Rupee
1336,India,1962,4.76,Rupee
1337,India,1963,4.77,Rupee
1338,India,1964,4.78,Rupee
1339,India,1965,4.78,Rupee
1340,India,1966,6.03,Rupee
1341,India,1967,7.54,Rupee
1342,India,1968,7.54,Rupee
1343,India,1969,7.56,Rupee
1344,India,1970,7.56,Rupee
1345,India,1971,7.50,Rupee
1346,India,1972,7.55,Rupee
1347,India,1973,8.28,Rupee
1348,India,1974,8.03,Rupee
1349,India,1975,8.39,Rupee
1350,India,1976,8.97,Rupee
1351,India,1977,8.77,Rupee
1352,India,1978,8.19,Rupee
1353,India,1979,8.16,Rupee
1354,India,1980,7.89,Rupee
1355,India,1981,8.68,Rupee
1356,India,1982,9.48,Rupee
1357,India,1983,10.10,Rupee
1358,India,1984,11.35,Rupee
1359,India,1985,12.33,Rupee
1360,India,1986,12.60,Rupee
1361,India,1987,12.94,Rupee
1362,India,1988,13.90,Rupee
1363,India,1989,16.21,Rupee
1364,India,1990,17.49,Rupee
1365,India,1991,22.71,Rupee
1366,India,1992,28.16,Rupee
1367,India,1993,31.29,Rupee
1368,India,1994,31.39,Rupee
1369,India,1995,32.42,Rupee
1370,India,1996,35.51,Rupee
1371,India,1997,36.37,Rupee
1372,India,1998,41.36,Rupee
1373,India,1999,43.13,Rupee
1374,India,2000,45.00,Rupee
1375,India,2001,47.22,Rupee
1376,India,2002,48.63,Rupee
1377,India,2003,46.59,Rupee
1378,India,2004,45.26,Rupee
1379,India,2005,44.00,Rupee
1380,India,2006,45.19,Rupee
1381,India,2007,41.18,Rupee
1382,India,2008,43.39,Rupee
1383,India,2009,48.33,Rupee
1384,India,2010,45.65,Rupee
1385,India,2011,45.58,Rupee
1386,India,2011,46.58,Rupee
1387,India,2012,53.37,Rupee
1388,India,2013,58.51,Rupee
1389,India,2014,61.00,Rupee
1390,India,2015,64.11,Rupee
1391,India,2016,67.20,Rupee
1392,India,2017,65.12,Rupee
1393,India,2018,68.40,Rupee
1394,India,2019,70.42,Rupee
1395,India,2020,74.10,Rupee
1396,India,2021,73.92,Rupee
1397,India,2022,78.60,Rupee
1398,India,2023,82.60,Rupee
1399,India,2024,83.68,Rupee
1401,Indonesia,1967,149.6,Rupiah
1402,Indonesia,1968,296.3,Rupiah
1403,Indonesia,1969,326.0,Rupiah
1404,Indonesia,1970,362.8,Rupiah
1405,Indonesia,1971,391.9,Rupiah
1406,Indonesia,1972,415.0,Rupiah
1407,Indonesia,1973,415.0,Rupiah
1408,Indonesia,1974,415.0,Rupiah
1409,Indonesia,1975,415.0,Rupiah
1410,Indonesia,1976,415.0,Rupiah
1411,Indonesia,1977,415.0,Rupiah
1412,Indonesia,1978,442.0,Rupiah
1413,Indonesia,1979,623.1,Rupiah
1414,Indonesia,1980,627.0,Rupiah
1415,Indonesia,1981,631.8,Rupiah
1416,Indonesia,1982,661.4,Rupiah
1417,Indonesia,1983,909.3,Rupiah
1418,Indonesia,1984,1025.9,Rupiah
1419,Indonesia,1985,1110.6,Rupiah
1420,Indonesia,1986,1282.6,Rupiah
1421,Indonesia,1987,1643.8,Rupiah
1422,Indonesia,1988,1685.7,Rupiah
1423,Indonesia,1989,1770.1,Rupiah
1424,Indonesia,1990,1842.8,Rupiah
1425,Indonesia,1991,1950.3,Rupiah
1426,Indonesia,1992,2029.9,Rupiah
1427,Indonesia,1993,2087.1,Rupiah
1428,Indonesia,1994,2160.8,Rupiah
1429,Indonesia,1995,2248.6,Rupiah
1430,Indonesia,1996,2342.3,Rupiah
1431,Indonesia,1997,2909.4,Rupiah
1432,Indonesia,1998,10013.6,Rupiah
1433,Indonesia,1999,7855.2,Rupiah
1434,Indonesia,2000,8421.8,Rupiah
1435,Indonesia,2001,10260.9,Rupiah
1436,Indonesia,2002,9311.2,Rupiah
1437,Indonesia,2003,8577.1,Rupiah
1438,Indonesia,2004,8938.9,Rupiah
1439,Indonesia,2005,9704.7,Rupiah
1440,Indonesia,2006,9159.3,Rupiah
1441,Indonesia,2007,9143.4,Rupiah
1442,Indonesia,2007,9141.0,Rupiah
1443,Indonesia,2008,9699.0,Rupiah
1444,Indonesia,2009,10389.9,Rupiah 
1445,Indonesia,2010,9090.4,Rupiah
1446,Indonesia,2011,8770.4,Rupiah
1447,Indonesia,2012,9386.6,Rupiah 
1448,Indonesia,2013,10461.2,Rupiah
1449,Indonesia,2014,11865.2,Rupiah
1450,Indonesia,2015,13389.4,Rupiah
1451,Indonesia,2016,13308.3,Rupiah
1452,Indonesia,2017,13380.9,Rupiah
1453,Indonesia,2018,14236.9,Rupiah
1454,Indonesia,2019,14147.7,Rupiah
1455,Indonesia,2020,14582.2,Rupiah
1456,Indonesia,2021,14308.1,Rupiah
1457,Indonesia,2022,14849.9,Rupiah
1458,Indonesia,2023,15236.9,Rupiah
1459,Indonesia,2024,15852.1,Rupiah
1461,Ireland,1951,0.3567,Irish Pounds
1462,Ireland,1952,0.3576,Irish Pounds
1463,Ireland,1953,0.3555,Irish Pounds
1464,Ireland,1954,0.3560,Irish Pounds
1465,Ireland,1955,0.3583,Irish Pounds
1466,Ireland,1956,0.3577,Irish Pounds
1467,Ireland,1957,0.3580,Irish Pounds
1468,Ireland,1958,0.3559,Irish Pounds
1469,Ireland,1959,0.3560,Irish Pounds
1470,Ireland,1960,0.3562,Irish Pounds
1471,Ireland,1961,0.3569,Irish Pounds
1472,Ireland,1962,0.3562,Irish Pounds
1473,Ireland,1963,0.3571,Irish Pounds
1474,Ireland,1964,0.3582,Irish Pounds
1475,Ireland,1965,0.3577,Irish Pounds
1476,Ireland,1966,0.3580,Irish Pounds
1477,Ireland,1967,0.3636,Irish Pounds
1478,Ireland,1968,0.4178,Irish Pounds
1479,Ireland,1969,0.4184,Irish Pounds
1480,Ireland,1970,0.4174,Irish Pounds
1481,Ireland,1971,0.4091,Irish Pounds
1482,Ireland,1972,0.3999,Irish Pounds
1483,Ireland,1973,0.4080,Irish Pounds
1484,Ireland,1974,0.4273,Irish Pounds
1485,Ireland,1975,0.4501,Irish Pounds
1486,Ireland,1976,0.5541,Irish Pounds
1487,Ireland,1977,0.5731,Irish Pounds
1488,Ireland,1978,0.5213,Irish Pounds
1489,Ireland,1979,0.4886,Irish Pounds
1490,Ireland,1980,0.4860,Irish Pounds
1491,Ireland,1981,0.6199,Irish Pounds
1492,Ireland,1982,0.7040,Irish Pounds
1493,Ireland,1983,0.8012,Irish Pounds
1494,Ireland,1984,0.9205,Irish Pounds
1495,Ireland,1985,0.9379,Irish Pounds
1496,Ireland,1986,0.7455,Irish Pounds
1497,Ireland,1987,0.6721,Irish Pounds
1498,Ireland,1988,0.6558,Irish Pounds
1499,Ireland,1989,0.7052,Irish Pounds
1500,Ireland,1990,0.6033,Irish Pounds
1501,Ireland,1991,0.6196,Irish Pounds
1502,Ireland,1992,0.5868,Irish Pounds
1503,Ireland,1993,0.6827,Irish Pounds
1504,Ireland,1994,0.6680,Irish Pounds
1505,Ireland,1995,0.6236,Irish Pounds
1506,Ireland,1996,0.6252,Irish Pounds
1507,Ireland,1997,0.6595,Irish Pounds
1508,Ireland,1998,0.7019,Irish Pounds
1509,Ireland,1999,1.1919,Irish Pounds
1511,Israel,1948,0.2497,Israeli Pounds
1512,Israel,1949,0.3596,Israeli Pounds
1513,Israel,1950,0.3596,Israeli Pounds
1514,Israel,1951,0.3596,Israeli Pounds
1515,Israel,1952,0.3596,Israeli Pounds
1516,Israel,1953,0.9989,Israeli Pounds
1517,Israel,1954,1.8000,Israeli Pounds
1518,Israel,1955,1.8000,Israeli Pounds
1519,Israel,1956,1.8000,Israeli Pounds
1520,Israel,1957,1.8000,Israeli Pounds
1521,Israel,1958,1.8000,Israeli Pounds
1522,Israel,1959,1.8000,Israeli Pounds
1523,Israel,1960,1.8000,Israeli Pounds
1524,Israel,1961,1.8000,Israeli Pounds
1525,Israel,1962,2.9000,Israeli Pounds
1526,Israel,1963,3.0000,Israeli Pounds
1527,Israel,1964,3.0000,Israeli Pounds
1528,Israel,1965,3.0000,Israeli Pounds
1529,Israel,1966,3.0000,Israeli Pounds
1530,Israel,1967,3.0833,Israeli Pounds
1531,Israel,1968,3.5000,Israeli Pounds
1532,Israel,1969,3.5000,Israeli Pounds
1533,Israel,1970,3.5000,Israeli Pounds
1534,Israel,1971,4.2000,Israeli Pounds
1535,Israel,1972,4.1798,Israeli Pounds
1536,Israel,1973,4.1947,Israeli Pounds
1537,Israel,1974,4.4515,Israeli Pounds
1538,Israel,1975,6.3361,Israeli Pounds
1539,Israel,1976,7.9256,Israeli Pounds
1540,Israel,1977,10.4455,Israeli Pounds
1541,Israel,1978,17.4354,Israeli Pounds
1542,Israel,1979,25.4064,Israeli Pounds
1543,Israel,1980,5.1243,Old Sheqalim
1544,Israel,1981,11.4306,Old Sheqalim
1545,Israel,1982,24.2670,Old Sheqalim
1546,Israel,1983,56.2145,Old Sheqalim
1547,Israel,1984,293.2100,Old Sheqalim
1548,Israel,1985,1178.8500,Old Sheqalim
1549,Israel,1986,1.4878,New Shequalim
1550,Israel,1987,1.5946,New Shequalim
1551,Israel,1988,1.5989,New Shequalim
1552,Israel,1989,1.9164,New Shequalim
1553,Israel,1990,2.0162,New Shequalim
1554,Israel,1991,2.2791,New Shequalim
1555,Israel,1992,2.4591,New Shequalim
1556,Israel,1993,2.8301,New Shequalim
1557,Israel,1994,3.0111,New Shequalim
1558,Israel,1995,3.0113,New Shequalim
1559,Israel,1996,3.1917,New Shequalim
1560,Israel,1997,3.4494,New Shequalim
1561,Israel,1998,3.8001,New Shequalim
1562,Israel,1999,4.1397,New Shequalim
1563,Israel,2000,4.0773,New Shequalim
1564,Israel,2001,4.2057,New Shequalim
1565,Israel,2002,4.7378,New Shequalim
1566,Israel,2003,4.5541,New Shequalim
1567,Israel,2004,4.4820,New Shequalim
1568,Israel,2005,4.4877,New Shequalim
1569,Israel,2006,4.4558,New Shequalim
1570,Israel,2007,4.1080,New Shequalim
1571,Israel,2008,3.5880,New Shequalim
1572,Israel,2009,3.9323,New Shequalim
1573,Israel,2010,3.7390,New Shequalim
1574,Israel,2011,3.5780,New Shequalim
1575,Israel,2012,3.8560,New Shequalim
1576,Israel,2013,3.6110,New Shequalim
1577,Israel,2014,3.5780,New Shequalim
1578,Israel,2015,3.8900,New Shequalim
1579,Israel,2016,3.8406,New Shequalim
1580,Israel,2017,3.5996,New Shequalim
1581,Israel,2018,3.5906,New Shequalim
1582,Israel,2019,3.5600,New Shequalim
1583,Israel,2020,3.4400,New Shequalim
1584,Israel,2021,3.2302,New Shequalim
1585,Israel,2022,3.3598,New Shequalim
1586,Israel,2023,3.6858,New Shequalim
1587,Israel,2024,3.7004,New Shequalim
1589,Italy,1913,5.2640,Lire
1590,Italy,1914,5.1950,Lire
1591,Italy,1915,6.0500,Lire
1592,Italy,1916,6.5500,Lire
1593,Italy,1917,7.5090,Lire
1594,Italy,1918,7.8620,Lire
1595,Italy,1919,8.7960,Lire
1596,Italy,1920,20.1210,Lire
1597,Italy,1921,23.2900,Lire
1598,Italy,1922,21.0270,Lire
1599,Italy,1923,21.7320,Lire
1600,Italy,1924,22.9460,Lire
1601,Italy,1925,25.1410,Lire
1602,Italy,1926,25.7110,Lire
1603,Italy,1927,19.3950,Lire
1604,Italy,1928,19.0220,Lire
1605,Italy,1929,19.1080,Lire
1606,Italy,1930,19.0930,Lire
1607,Italy,1931,19.2070,Lire
1608,Italy,1932,19.5110,Lire
1609,Italy,1933,14.9040,Lire
1610,Italy,1934,11.6800,Lire
1611,Italy,1935,12.1250,Lire
1612,Italy,1936,13.7140,Lire
1613,Italy,1937,19.0090,Lire
1614,Italy,1938,19.0100,Lire
1615,Italy,1939,19.2460,Lire
1616,Italy,1940,19.8390,Lire
1617,Italy,1941,19.7227,Lire
1618,Italy,1946,225.5300,Lire
1619,Italy,1947,269.1790,Lire
1620,Italy,1948,574.7130,Lire
1621,Italy,1949,588.5820,Lire
1622,Italy,1950,624.6100,Lire
1623,Italy,1951,625.0000,Lire
1624,Italy,1952,625.0000,Lire
1625,Italy,1953,625.0000,Lire
1626,Italy,1954,625.0000,Lire
1627,Italy,1955,625.0000,Lire
1628,Italy,1956,625.0000,Lire
1629,Italy,1957,625.0000,Lire
1630,Italy,1958,624.6100,Lire
1631,Italy,1959,621.1180,Lire
1632,Italy,1960,621.1180,Lire
1633,Italy,1961,621.1180,Lire
1634,Italy,1962,620.8480,Lire
1635,Italy,1963,621.6200,Lire
1636,Italy,1964,624.4540,Lire
1637,Italy,1965,624.8440,Lire
1638,Italy,1966,624.4540,Lire
1639,Italy,1967,624.1420,Lire
1640,Italy,1968,623.3640,Lire
1641,Italy,1969,627.3530,Lire
1642,Italy,1970,627.1560,Lire
1643,Italy,1971,618.2760,Lire
1644,Italy,1972,583.7030,Lire
1645,Italy,1973,581.6660,Lire
1646,Italy,1974,650.5330,Lire
1647,Italy,1975,652.4010,Lire
1648,Italy,1976,830.2890,Lire
1649,Italy,1977,882.7680,Lire
1650,Italy,1978,848.7520,Lire
1651,Italy,1979,831.1000,Lire
1652,Italy,1980,856.2000,Lire
1653,Italy,1981,1138.6000,Lire
1654,Italy,1982,1354.0000,Lire
1655,Italy,1983,1519.3000,Lire
1656,Italy,1984,1756.1000,Lire
1657,Italy,1985,1908.9000,Lire
1658,Italy,1986,1491.1600,Lire
1659,Italy,1987,1297.0300,Lire
1660,Italy,1988,1302.3900,Lire
1661,Italy,1989,1372.2800,Lire
1662,Italy,1990,1198.2700,Lire
1663,Italy,1991,1241.2800,Lire
1664,Italy,1992,1232.1700,Lire
1665,Italy,1993,1573.4100,Lire
1666,Italy,1994,1611.4900,Lire
1667,Italy,1995,1629.4500,Lire
1668,Italy,1996,1542.7600,Lire
1669,Italy,1997,1703.8100,Lire
1670,Italy,1998,1736.8500,Lire
1671,Italy,1999,2062.7100,Lire
1673,Japan,1916,1.97,Yen
1674,Japan,1917,1.95,Yen
1675,Japan,1918,1.89,Yen
1676,Japan,1919,1.95,Yen
1677,Japan,1920,1.99,Yen
1678,Japan,1921,2.07,Yen
1679,Japan,1922,2.09,Yen
1680,Japan,1923,2.06,Yen
1681,Japan,1924,2.43,Yen
1682,Japan,1925,2.44,Yen
1683,Japan,1926,2.12,Yen
1684,Japan,1927,2.11,Yen
1685,Japan,1928,2.15,Yen
1686,Japan,1929,2.17,Yen
1687,Japan,1930,2.02,Yen
1688,Japan,1931,2.05,Yen
1689,Japan,1932,3.56,Yen
1690,Japan,1933,3.90,Yen
1691,Japan,1934,3.37,Yen
1692,Japan,1935,3.48,Yen
1693,Japan,1936,3.45,Yen
1694,Japan,1937,3.47,Yen
1695,Japan,1938,3.52,Yen
1696,Japan,1939,3.85,Yen
1697,Japan,1940,4.27,Yen
1698,Japan,1941,4.27,Yen
1699,Japan,1956,359.84,Yen
1700,Japan,1957,359.84,Yen
1701,Japan,1958,359.84,Yen
1702,Japan,1959,359.97,Yen
1703,Japan,1960,359.97,Yen
1704,Japan,1961,361.14,Yen
1705,Japan,1962,360.86,Yen
1706,Japan,1963,361.49,Yen
1707,Japan,1964,361.99,Yen
1708,Japan,1965,361.51,Yen
1709,Japan,1966,362.35,Yen
1710,Japan,1967,362.15,Yen
1711,Japan,1968,360.56,Yen
1712,Japan,1969,358.38,Yen
1713,Japan,1970,358.15,Yen
1714,Japan,1971,347.48,Yen
1715,Japan,1972,303.08,Yen
1716,Japan,1973,270.89,Yen
1717,Japan,1974,291.53,Yen
1718,Japan,1975,296.69,Yen
1719,Japan,1976,296.38,Yen
1720,Japan,1977,267.80,Yen
1721,Japan,1978,208.42,Yen
1722,Japan,1979,219.02,Yen
1723,Japan,1980,226.63,Yen
1724,Japan,1981,220.63,Yen
1725,Japan,1982,249.06,Yen
1726,Japan,1983,237.55,Yen
1727,Japan,1984,237.45,Yen
1728,Japan,1985,238.47,Yen
1729,Japan,1986,168.35,Yen
1730,Japan,1987,144.60,Yen
1731,Japan,1988,128.17,Yen
1732,Japan,1989,138.07,Yen
1733,Japan,1990,145.00,Yen
1734,Japan,1991,134.59,Yen
1735,Japan,1992,126.78,Yen
1736,Japan,1993,111.08,Yen
1737,Japan,1994,102.18,Yen
1738,Japan,1995,93.96,Yen
1739,Japan,1996,108.78,Yen
1740,Japan,1997,121.06,Yen
1741,Japan,1998,130.99,Yen
1742,Japan,1999,113.73,Yen
1743,Japan,2000,107.80,Yen
1744,Japan,2001,121.57,Yen
1745,Japan,2002,125.22,Yen
1746,Japan,2003,115.94,Yen
1747,Japan,2004,108.15,Yen
1748,Japan,2005,110.11,Yen
1749,Japan,2006,116.31,Yen
1750,Japan,2007,117.76,Yen
1751,Japan,2008,103.39,Yen
1752,Japan,2009,93.68,Yen
1753,Japan,2010,87.78,Yen
1754,Japan,2011,79.70,Yen
1755,Japan,2012,79.82,Yen
1756,Japan,2013,97.60,Yen
1757,Japan,2014,105.74,Yen
1758,Japan,2015,121.04,Yen
1759,Japan,2016,108.79,Yen
1760,Japan,2017,112.17,Yen
1761,Japan,2018,110.42,Yen
1762,Japan,2019,109.01,Yen
1763,Japan,2020,106.77,Yen
1764,Japan,2021,109.75,Yen
1765,Japan,2022,131.50,Yen
1766,Japan,2023,140.49,Yen
1767,Japan,2024,151.44,Yen
1769,Korea,1982,731.93,Won
1770,Korea,1983,776.04,Won
1771,Korea,1984,807.91,Won
1772,Korea,1985,861.89,Won
1773,Korea,1986,884.63,Won
1774,Korea,1987,825.94,Won
1775,Korea,1988,734.52,Won
1776,Korea,1989,674.29,Won
1777,Korea,1990,710.64,Won
1778,Korea,1991,736.73,Won
1779,Korea,1992,784.66,Won
1780,Korea,1993,805.75,Won
1781,Korea,1994,806.93,Won
1782,Korea,1995,772.69,Won
1783,Korea,1996,805.00,Won
1784,Korea,1997,947.65,Won
1785,Korea,1998,1400.40,Won
1786,Korea,1999,1189.84,Won
1787,Korea,2000,1130.90,Won
1788,Korea,2001,1292.01,Won
1789,Korea,2002,1250.31,Won
1790,Korea,2003,1192.08,Won
1791,Korea,2004,1145.24,Won
1792,Korea,2005,1023.75,Won
1793,Korea,2006,954.32,Won
1794,Korea,2007,928.97,Won
1795,Korea,2008,1098.71,Won
1796,Korea,2009,1274.63,Won
1797,Korea,2010,0.00,Won
1798,Korea,2010,1155.74,Won
1799,Korea,2011,1106.94,Won
1800,Korea,2012,1126.16,Won
1801,Korea,2013,1094.67,Won
1802,Korea,2014,1052.29,Won
1803,Korea,2015,1131.16,Won
1804,Korea,2016,1160.43,Won
1805,Korea,2017,1130.42,Won
1806,Korea,2018,1100.56,Won
1807,Korea,2019,1165.36,Won
1808,Korea,2020,1180.28,Won
1809,Korea,2021,1143.95,Won
1810,Korea,2022,1292.03,Won
1811,Korea,2023,1305.84,Won
1812,Korea,2024,1363.53,Won
1814,Malaysia,1921,2.2810,Straits Settlements Dollar
1815,Malaysia,1922,1.9695,Straits Settlements Dollar
1816,Malaysia,1923,1.8692,Straits Settlements Dollar
1817,Malaysia,1924,1.9511,Straits Settlements Dollar
1818,Malaysia,1925,1.7808,Straits Settlements Dollar
1819,Malaysia,1926,1.7771,Straits Settlements Dollar
1820,Malaysia,1927,1.7842,Straits Settlements Dollar
1821,Malaysia,1928,1.7767,Straits Settlements Dollar
1822,Malaysia,1929,1.7853,Straits Settlements Dollar
1823,Malaysia,1930,1.7869,Straits Settlements Dollar
1824,Malaysia,1931,1.9068,Straits Settlements Dollar
1825,Malaysia,1932,2.4754,Straits Settlements Dollar
1826,Malaysia,1933,2.0312,Straits Settlements Dollar
1827,Malaysia,1934,1.6948,Straits Settlements Dollar
1828,Malaysia,1935,1.7491,Straits Settlements Dollar
1829,Malaysia,1936,1.7165,Straits Settlements Dollar
1830,Malaysia,1937,1.7249,Straits Settlements Dollar
1831,Malaysia,1938,1.7569,Straits Settlements Dollar
1832,Malaysia,1939,1.9329,Straits Settlements Dollar
1833,Malaysia,1940,2.1286,Straits Settlements Dollar
1834,Malaysia,1941,2.1216,Straits Settlements Dollar
1835,Malaysia,1942,2.1314,Straits Settlements Dollar
1836,Malaysia,1949,2.3270,Straits Settlements Dollar
1837,Malaysia,1950,3.0499,Straits Settlements Dollar
1838,Malaysia,1951,3.0443,Straits Settlements Dollar
1839,Malaysia,1952,3.0673,Malayan Dollar
1840,Malaysia,1953,3.0680,Malayan Dollar
1841,Malaysia,1954,3.0636,Malayan Dollar
1842,Malaysia,1955,3.0652,Malayan Dollar
1843,Malaysia,1956,3.0692,Malayan Dollar
1844,Malaysia,1957,3.0744,Malayan Dollar
1845,Malaysia,1958,3.0518,Malayan Dollar
1846,Malaysia,1959,3.0435,Malayan Dollar
1847,Malaysia,1960,3.0472,Malayan Dollar
1848,Malaysia,1961,3.0619,Malayan Dollar
1849,Malaysia,1962,3.0528,Malayan Dollar
1850,Malaysia,1963,3.0615,Malayan Dollar
1851,Malaysia,1964,3.0707,Malayan Dollar
1852,Malaysia,1965,3.0666,Malayan Dollar
1853,Malaysia,1966,3.0733,Malayan Dollar
1854,Malaysia,1967,3.0751,Malaysian Dollar
1855,Malaysia,1968,3.0683,Malaysian Dollar
1856,Malaysia,1969,3.0653,Malaysian Dollar
1857,Malaysia,1970,3.0868,Malaysian Dollar
1858,Malaysia,1971,3.0313,Malaysian Dollar
1859,Malaysia,1972,2.8082,Malaysian Dollar
1860,Malaysia,1973,2.4397,Malaysian Dollar
1861,Malaysia,1974,2.3991,Malaysian Dollar
1862,Malaysia,1975,2.3950,Malaysian Dollar
